rxn02295	Iodide:hydrogen-peroxide oxidoreductase	R03208
rxn02293	2,5-Dihydroxypyridine:oxygen 5,6-oxidoreductase	R03204
rxn02292	(S)-6-Hydroxynicotine:oxygen oxidoreductase	R03202
rxn02291	(S)-2,3-Epoxysqualene mutase (cyclizing, cycloartenol-forming)	R03200
rxn02290	(S)-2,3-Epoxysqualene mutase (cyclizing, lanosterol-forming)	R03199
rxn02288	Uroporphyrinogen-III carboxy-lyase	R03197
rxn02289	(R)-4-dehydropantoate:NAD+ 4-oxidoreductase	R03198
rxn02287	S-Adenosyl-L-methionine:uroporphyrin-III C-methyltransferase	R03194
rxn02286	UDP-N-acetylmuramate:L-alanine ligase (ADP-forming)	R03193
rxn02285	UDP-N-acetylmuramate:NADP+ oxidoreductase	R03192
rxn02283	5-Formyltetrahydrofolate:L-glutamate N-formiminotransferase	R03189
rxn02284	UDP-N-acetylmuramate:NADP+ oxidoreductase	R03191
rxn02282	N-Formimino-L-aspartate iminohydrolase	R03188
rxn02281	N-Methylimidazolidine-2,4-dione amidohydrolase (ATP-hydrolysing)	R03187
rxn02280	rxn02280	R03186
rxn02279	L-gulono-1,4-lactone:oxygen 3-oxidoreductase	R03184
rxn02278	L-Gulono-1,4-lactone:NADP+ 1-oxidoreductase	R03183
rxn02277	7,8-Diaminononanoate:carbon-dioxide cyclo-ligase	R03182
rxn02276	4-Maleylacetoacetate cis-trans-isomerase	R03181
rxn02275	4-Guanidinobutanamide amidohydrolase	R03180
rxn02274	2-oxo-5-Guanidinopentanoate carboxy-lyase	R03178
rxn02273	4-Guanidinobutanal:NAD+ 1-oxidoreductase	R03177
rxn02272	3beta-Hydroxy-delta5-steroid:NAD+ 3-oxidoreductase	R03176
rxn02271	(S)-2-methylbutanoyl-CoA:enzyme N6-(dihydrolipoyl)lysine	
rxn02270	(S)-2-methylbutanoyl-CoA:acceptor 2,3-oxidoreductase	
rxn02269	(S)-3-methyl-2-oxopentanoate:NAD+ 2-oxidoreductase	R03171
rxn02268	(S)-2-methylbutanoyl-CoA:oxygen 2,3-oxidoreductase	
rxn02267	2-methyl-branched-chain-acyl-CoA:NAD+ 2-oxidoreductase	R03169
rxn02266	Acetyl-CoA:N6-hydroxy-L-lysine 6-acetyltransferase	R03168
rxn02265	rxn02265	R03166
rxn02264	Hydroxymethylbilane hydro-lyase(cyclizing)	R03165
rxn02262	ATP:6-deoxy-L-galactose 1-phosphotransferase	R03161
rxn02263	L-Fucose ketol-isomerase	R03163
rxn02261	rxn02261	R03158
rxn02260	rxn02260	R03157
rxn02259	(R)-Pantoyl-lactone:NADP+ oxidoreductase (B-specific)	R03155
rxn02258	Succinyl-CoA:citramalate CoA-transferase	R03154
rxn02257	Acetyl-CoA:citramalate CoA-transferase	R03153
rxn02256	NTP:hexose-1-phosphate nucleotidyltransferase	
rxn02254	Formate:ferricytochrome-b1 oxidoreductase	
rxn02255	phosphoramidate:hexose 1-phosphotransferase	
rxn02253	Pyruvate:ferricytochrome-b1 oxidoreductase	R03145
rxn02252	rxn02252	R03141
rxn02251	D-Ribulose 1,5-bisphosphate carboxy-lyase (dimerizing)	R03140
rxn02250	1,3-Diaminopropane:oxygen oxidoreductase (deaminating)	R03139
rxn02249	3'-Phosphoadenylylsulfate:Renilla luciferin sulfotransferase	R03138
rxn02248	O3-acetyl-L-serine:pyrazole 1-(2-amino-2-carboxyethyl)transferase	R03134
rxn02247	O-Acetyl-L-serine acetate-lyase (adding N6-substituted adenine)	R03133
rxn02246	O3-Acetyl-L-serine acetate-lyase (adding hydrogen sulfide)	R03132
rxn02245	O3-acetyl-L-serine:uracil 1-(2-amino-2-carboxyethyl)transferase	R03131
rxn02244	S-Adenosyl-L-homocysteine:N-acetylserotonin O-methyltransferase	R03130
rxn02243	rxn02243	R03128
rxn02242	Dihydroxyfumarate carboxy-lyase	R03127
rxn02241	dihydroflavonol,2-oxoglutarate:oxygen oxidoreductase	R03126
rxn02240	flavanone,NADPH:oxygen oxidoreductase	
rxn02239	flavonoid,NADPH:oxygen oxidoreductase (3'-hydroxylating)	R03124
rxn02238	cis-3,4-leucopelargonidin:NADP+ 4-oxidoreductase	R03123
rxn02237	Aromatic-amino-acid:glyoxylate aminotransferase	R03121
rxn02236	Aromatic-amino-acid:2-oxoglutarate aminotransferase	R03120
rxn02235	propane-1,3-diol:NAD+ 1-oxidoreductase	R03119
rxn02234	(-)-trans-Carveol:NADP+ oxidoreductase	R03114
rxn02233	rxn02233	
rxn02232	S-Adenosyl-L-methionine:6-demethylsterigmatocystin	R03112
rxn02231	S-adenosyl-L-methionine:sterigmatocystin 8-O-methyltransferase	R03111
rxn02230	3-mercaptopyruvate:cyanide sulfurtransferase	R03106
rxn02229	3-Mercaptopyruvate:cyanide sulfurtransferase	R03105
rxn02228	3-Mercaptolactate:NAD+ oxidoreductase	R03104
rxn02227	L-2-Aminoadipate-6-semialdehyde:NADP+ 6-oxidoreductase	R03103
rxn02226	L-2-Aminoadipate-6-semialdehyde:NAD+ 6-oxidoreductase	R03102
rxn02225	rxn02225	
rxn02224	L-2-Aminoadipate-6-semialdehyde:NAD(P)+ 6-oxidoreductase	R03098
rxn02223	rxn02223	R03097
rxn02222	Indole-3-acetamide amidohydrolase	R03096
rxn02221	Indoleacetate:L-lysine ligase (ADP-forming)	R03095
rxn02220	UDPglucose:indole-3-acetate beta-D-glucosyltransferase	
rxn02219	3-Indoleacetonitrile aminohydrolase	R03093
rxn02218	rxn02218	R03092
rxn02217	UDPglucuronate beta-D-glucuronosyltransferase(acceptor-unspecific)	R03091
rxn02216	rxn02216	R03090
rxn02215	rxn02215	R03089
rxn02214	rxn02214	R03088
rxn02213	3-Dehydroquinate hydro-lyase	R03084
rxn02211	(R)-Lactaldehyde:NAD+ oxidoreductase (glutathione-formylating)	R03082
rxn02212	2-Dehydro-3-deoxy-D-arabino-heptonate 7-phosphate phosphate-lyase	R03083
rxn02210	2-Dehydro-3-deoxy-D-fuconate glycolaldehyde	R03081
rxn02209	(R)-Propane-1,2-diol:NAD+ oxidoreductase	R03080
rxn02208	UTP:aldose-1-phosphate nucleotidyltransferase	
rxn02206	Isonocardicin A epimerase	R03073
rxn02207	1-O-(4-Hydroxy-3,5-dimethoxycinnamoyl)-beta-D-glucose:choline	R03075
rxn02205	Ferrocytochrome:nitrate oxidoreductase	
rxn02204	Methylitaconate delta2-delta3-isomerase	R03070
rxn02203	(2R,3S)-2,3-dimethylmalate hydro-lyase (dimethylmaleate-forming)	R03069
rxn02202	2,3-Dimethylmalate hydro-lyase	
rxn02201	2-Amino-4-hydroxy-6-hydroxymethyl-7,8-dihydropteridine-	R03067
rxn02200	2-Amino-4-hydroxy-6-hydroxymethyl-7,8-dihydropteridine:4-	R03066
rxn02199	Acetyl-CoA:chloramphenicol O3-acetyltransferase	R03065
rxn02198	acetyl-CoA:deacetylcephalosporin-C O-acetyltransferase	R03064
rxn02197	cephalosporin-C:2-oxoglutarate aminotransferase	R03063
rxn02196	Cephalosporin-C acetylhdrolase	R03062
rxn02195	3'-Ribonucleotide phosphohydrolase	R03060
rxn02194	(7E,9E,11Z,14Z)-(5S,6S)-5,6-Epoxyicosa-7,9,11,14-	R03059
rxn02193	arachidonate:oxygen 5-oxidoreductase	R03058
rxn02191	Acetyl-CoA:gentamicin-C1a N2'-acetyltransferase	R03056
rxn02192	(7E,9E,11Z,14Z)-(5S,6S)-5,6-Epoxyicosa-7,9,11,14-tetraenoate	R03057
rxn02190	5,6-Dihydrothymine amidohydrolase	R03055
rxn02189	cinnamyl-alcohol:NADP+ oxidoreductase	R03054
rxn02188	L-2-Aminohexanoate:2-oxoglutarate aminotransferase	R03053
rxn02187	2-Acetolactate methylmutase	R05071
rxn02186	2,3-Dihydroxy-3-methylbutanoate:NADP+ oxidoreductase (isomerizing)	R03051
rxn02185	2-Acetolactate pyruvate-lyase (carboxylating)	R03050
rxn02184	11-cis-Retinyl-palmitate acylhydrolase	R03049
rxn02183	11-cis-Retinol:NAD+ oxidoreductase	R03048
rxn02182	beta-Alanyl-CoA cmmonia-lyase	R03046
rxn02181	3-Hydroxypropionyl-CoA hydro-lyase	R03045
rxn02180	rxn02180	R03044
rxn02179	21-Hydroxysteroid:NAD+ 21-oxidoreductase	R03043
rxn02177	Isochorismate pyruvate-hydrolase	R03037
rxn02178	3-Propylmalate glyoxylate-lyase (CoA-pentanoylating)	R03040
rxn02176	Dephospho-CoA nucleotidohydrolase	R03036
rxn02175	ATP:pantetheine-4'-phosphate adenylyltransferase	R03035
rxn02174	D-Galactono-1,4-lactone hydroxyacylhydrolase	R03034
rxn02173	D-Galactonate hydro-lyase	R03033
rxn02172	D-Arabinonate hydro-lyase	R03032
rxn02171	Vinylacetyl-CoA delta3-delta2-isomerase	R03031
rxn02170	L-3-Aminobutyryl-CoA ammonia-lyase	R03030
rxn02169	Glutaconyl-1-CoA carboxy-lyase	R03028
rxn02168	(3R)-3-Hydroxybutanoyl-CoA hydro-lyase	R03027
rxn02167	(S)-3-Hydroxybutanoyl-CoA hydro-lyase	R03026
rxn02166	4-Nitrophenyl phosphate phosphohydrolase	R03024
rxn02165	4-nitrophenol,NADH:oxygen oxidoreductase (2-hydroxylating)	R03023
rxn02164	(S)-2-Hydroxystearate:NAD+ oxidoreductase	R03022
rxn02163	(R)-2-Hydroxystearate:NAD+ oxidoreductase	R03021
rxn02162	ATP:pantothenate 4'-phosphotransferase	
rxn02161	ATP:L-rhamnulose 1-phosphotransferase	R03014
rxn02160	L-Histidinol-phosphate phosphohydrolase	R03013
rxn02159	L-Histidinol:NAD+ oxidoreductase	R03012
rxn02158	(Gibberellin-20),2-oxoglutarate:oxygen oxidoreductase	R03009
rxn02157	(Gibberellin-1),2-oxoglutarate:oxygen oxidoreductase	R03008
rxn02156	formononetin,NADPH:oxygen oxidoreductase (3'-hydroxylating)	R03006
rxn02155	ATP:nicotinamide-nucleotide adenylyltransferase	R03005
rxn02154	Deamino-NAD+ nucleotidohydrolase	R03004
rxn02152	rxn02152	
rxn02153	D-Methionine:pyruvate aminotransferase	R03001
rxn02151	NADPH:cyanocob(III)alamin oxidoreductase (cyanide-eliminating)	R02999
rxn02150	Chlorogenate:glucarate O-(hydroxycinnamoyl)transferase	R02998
rxn02149	Chlorogenate hydroloase	R02997
rxn02148	6-Oxocineole,NADPH:oxygen oxidoreductase	R02995
rxn02146	rxn02146	
rxn02147	6-endo-hydroxycineole:NAD+ 6-oxidoreductase	R02994
rxn02144	4-Carboxymethylbut-3-en-4-olide enol-lactonohydrolase	R02991
rxn02145	4-Pyridoxolactone lactonohydrolase	R02992
rxn02142	3-oxoadipate:NADP+ oxidoreductase	R02989
rxn02143	Succinyl-CoA:3-oxoadipate CoA-transferase	R02990
rxn02141	3-oxoadipate:NAD+ oxidoreductase	R02988
rxn02140	2-Furoate:CoA ligase (AMP-forming)	R02986
rxn02138	dTDPglucose 4-epimerase	R02984
rxn02139	amygdalin beta-glucosidase	R02985
rxn02137	dTDP-D-glucose dehydrogenase, plant	R02983
rxn02135	rxn02135	R02979
rxn02136	S-Adenosyl-L-methionine:xanthotoxol O-methyltransferase	R02982
rxn02134	Sphinganine:NADP+ 3-oxidoreductase	R02978
rxn02133	ATP:sphinganine 1-phosphotransferase	R02976
rxn02132	7,8-Dihydrobiopterin:NADP+ oxidoreductase	R02975
rxn02131	Sepiapterin aminohydrolase	R02974
rxn02130	(R)-pantetheine amidohydrolase	R02973
rxn02129	N-((R)-Pantothenoyl)-L-cysteine carboxy-lyase	R02972
rxn02128	ATP:pantothenate 4'-phosphotransferase	R02971
rxn02127	L-Alanine:oxomalonate aminotransferase	R02970
rxn02126	Hydroxymalonate:NAD+ oxidoreductase	R02969
rxn02125	naphthalene,NADH:oxygen oxidoreductase (1,2-hydroxylating)	R02968
rxn02124	naphthalene,NADH:oxygen oxidoreductase (1,2-hydroxylating)	
rxn02123	Lactoyl-CoA hydro-lyase	R02963
rxn02121	Succinyl-CoA:citramalate CoA-transferase	R02956
rxn02122	D-Glucuronolactone:NAD+ oxidoreductase	R02957
rxn02120	Acetyl-CoA:citramalate CoA-transferase	R02955
rxn02119	Dihydrobiochanin-A:NADP+ delta2-oxidoreductase	R02954
rxn02117	UDPglucose:trans-4-hydroxycinnamate 4-O-beta-D-glucosyltransferase	R02951
rxn02118	phenylacrylic acid decarboxylase	R02952
rxn02115	(R)-Acetoin racemase	R02949
rxn02116	4-Coumarate:oxygen oxidoreductase	
rxn02113	2-Acetolactate carboxy-lyase	R02947
rxn02112	(R,R)-Butane-2,3-diol:NAD+ oxidoreductase	R02946
rxn02111	(-)-borneol:NAD+ oxidoreductase	R02945
rxn02109	rxn02109	R02943
rxn02110	(+)-borneol:NAD+ oxidoreductase	R02944
rxn02108	Acetylsalicylate O-acetylhydrolase	R02942
rxn02107	salicylaldehyde:NAD+ oxidoreductase	R02941
rxn02106	2-Propyn-1-al:NAD+ oxidoreductase	R02940
rxn02105	Pentanamide amidohydrolase	R02938
rxn02104	Carbamoyl-phosphate:oxamate carbamoyltransferase	R02937
rxn02103	(S)-Ureidoglycolate:NADP+ oxidoreductase	R02936
rxn02102	(S)-Ureidoglycolate:NAD+ oxidoreductase	R02935
rxn02100	L-Gulono-1,4-lactone lactonohydrolase	R02933
rxn02101	Nucleotide:nucleoside 5'-phosphotransferase	
rxn02099	UDP-glucose:isoflavone 7-O-beta-D-glucosyltransferase	R02932
rxn02098	S-Adenosyl-L-methionine:isoflavone 4-O'-methyltransferase	R02931
rxn02097	N5-Ethyl-L-glutamine amidohydrolase	R02930
rxn02096	L-Glutamate:ethylamine ligase (ADP-forming)	R02929
rxn02095	Galactitol:NAD+ 2-oxidoreductase	R02928
rxn02094	ATP:D-tagatose 6-phosphotransferase	R02927
rxn02093	Melibiitol galactohydrolase	R02926
rxn02092	D-Sorbitol:(acceptor) 1-oxidoreductase	R02925
rxn02091	D-Arginine:oxygen oxidoreductase (deaminating)	R02923
rxn02089	CTP:D-ribitol-5-phosphate cytidylyltransferase	R02921
rxn02090	Creatinine iminohydrolase	R02922
rxn02088	S-Adenosyl-L-methionine:catechol O-methyltransferase	R02920
rxn02087	4-[(1R)-1-Hydroxy-2-(methylamino)ethyl]-1,2-benzenediol:oxygen	R02919
rxn02086	Medicarpin:NADP+ 2'-oxidoreductase	
rxn02085	4,5-Dihydro-4-oxo-5-imidazolepropanoate hydro-lyase	R02914
rxn02084	Acetyl-CoA:aralkylamine N-acetyltransferase	R02911
rxn02083	S-Adenosyl-L-methionine:amine N-methyltransferase	R02910
rxn02082	5-hydroxytryptamine:oxygen 2,3-dioxygenase (indole-decyclizing)	R02909
rxn02081	5-Hydroxytryptamine:oxygen	R02908
rxn02080	Scytalone 7,8-hydro-lyase	R02907
rxn02079	scytalone:NADP+ delta5-oxidoreductase	R02906
rxn02078	rxn02078	R02902
rxn02077	Phloretin 1,3,5-trihydroxy-benzenehydrolase	R02901
rxn02075	Flavanone lyase (decyclizing)	R02898
rxn02076	Sinapoyl-CoA:glucarate O-(hydroxycinnamoyl)transferase	R02899
rxn02074	UDPglucose:flavanone 7-O-beta-D-glucosyltransferase	R02897
rxn02073	D-Iditol:NAD+ 2-oxidoreductase	R02896
rxn02072	rxn02072	R02895
rxn02071	D-Proline:oxygen oxidoreductase (deaminating)	R02894
rxn02070	17alpha,21-dihydroxy-5beta-pregnane-3,11,20-trione:NADP+	R02893
rxn02069	4,5alpha-dihydrocortisone:NADP+ delta4-oxidoreductase	R02892
rxn02068	S-Adenosyl-L-methionine:bergaptol O-methyltransferase	R02882
rxn02067	(S)-Tetrahydroberberine:oxigen oxidoreductase	R02880
rxn02065	Vanillyl alcohol:oxygen oxidoreductase	R02877
rxn02066	1-Octanol:NAD+ oxidoreductase	R02878
rxn02064	rxn02064	R02875
rxn02063	Squalene,hydrogen-donor:oxygen oxidoreductase (2,3-epoxidizing)	R02874
rxn02062	Presqualene diphosphate:farnesyl-diphosphate farnesyltransferase	R02872
rxn02060	dATP:D-hexose 6-phosphotransferase	R02868
rxn02061	S-Adenosylmethioninamine:putrescine 3-aminopropyltransferase	R02869
rxn02059	ITP:D-hexose 6-phosphotransferase	R02867
rxn02058	Sorbitol-6-phosphate phosphohydrolase	R02866
rxn02057	ATP:D-hexose 6-phosphotransferase	R02865
rxn02056	S-Adenosyl-L-methionine:uroporphyrin-III C-methyltransferase	R02864
rxn02055	Thiamin:beta 2-methyl-4-aminopyrimidine-5-methenyltransferase	R02863
rxn02054	S-Adenosyl-L-methionine:pyridine N-methyltransferase	R02862
rxn02053	rxn02053	R02861
rxn02052	S-Adenosyl-L-methionine:demethylmacrocin 2'''-O-methyltransferase	R02859
rxn02050	rxn02050	R02857
rxn02051	S-Adenosyl-L-methionine:macrocin 3'''-O-methyltransferase	R02858
rxn02049	(R)-Acetoin:NAD+ oxidoreductase	R02856
rxn02046	D-O-Phosphoserine phosphohydrolase	R02853
rxn02047	rxn02047	R02854
rxn02045	D-2,6-Diaminohexanoic acid 5,6-aminomutase	R02852
rxn02044	dATP:D-hexose 6-phosphotransferase	R02850
rxn02043	ITP:D-hexose 6-phosphotransferase	R02849
rxn02042	ATP:D-hexose 6-phosphotransferase	R02848
rxn02041	Cysteine hydrogen-sulfide-lyase (adding HCN)	R02846
rxn02040	Cortisol delta5-delat4-isomerase	R02842
rxn02039	11beta,17alpha,21-Trihydroxy-5beta-pregnane-3,20-dione:NADP+	R02841
rxn02038	Cortisol delta5-delat4-isomerase	R02840
rxn02037	3'-Phosphoadenylylsulfate:cortisol 21-sulfotransferase	R02839
rxn02036	Acetyl-CoA:cortisol O-acetyltransferase	R02837
rxn02035	Cortisol:NADP+ 11-oxidoreductase	R02836
rxn02034	Cortisol:NAD+ 11-oxidoreductase	R02834
rxn02033	pseudotropine:NADP+ 3-oxidoreductase	R02832
rxn02032	Orsellinate carboxy-lyase	R02831
rxn02031	orcinol,NADH:oxygen oxidoreductase (2-hydroxylating)	R02830
rxn02030	Acetaldehyde oxime hydro-lyase	R02827
rxn02029	5-Aminopentanoate:lipoate oxidoreductase (cyclizing)	R02825
rxn02027	rxn02027	R02818
rxn02028	Trimethylaminoacetate:L-homosysteine S-methyltransferase	R02821
rxn02026	Serine-phosphoethanolamine ethanolaminephosphohydrolase	R02817
rxn02025	2-Amino-4-hydroxypteridine:oxygen oxidoreductase (7-hydroxylating)	R02816
rxn02024	2-Amino-4-hydroxypteridine aminohydrolase	R02815
rxn02023	(R)-10-Hydroxystearate 10-hydro-lyase	R02813
rxn02022	Iodide:hydrogen-peroxide oxidoreductase	R02810
rxn02020	P1,P4-Bis(5'-nucleosyl)-tetraphosphate nucleotidohydrolase	R02805
rxn02021	Hg:NADP+ oxidoreductase	R02807
rxn02019	rxn02019	R02801
rxn02018	(5Z,13E)-(15S)-9alpha,15-dihydroxy-11-oxoprosta-5,13-dienoate:NADP+	R02800
rxn02017	11-epi-Prostaglandin F2alpha:NADP+ 11-oxidoreductase	
rxn02015	Taurocholate amidohydrolase	R02797
rxn02016	rxn02016	R02798
rxn02014	Cholate:CoA ligase (AMP-forming)	R02794
rxn02013	3alpha,7alpha,12alpha-trihydroxy-5beta-cholanate:NADP+	R02793
rxn02012	3alpha,7alpha,12alpha-Trihydroxy-5beta-cholanate:NAD+	R02792
rxn02011	UDP-N-acetylmuramoyl-L-alanyl-D-glutamate:meso-2,6-	R02788
rxn02010	UDP-N-acetylmuramoyl-L-alanyl-D-glutamate:L-lysine ligase	R02786
rxn02009	UDP-N-acetylmuramoyl-L-alanyl-D-glutamate:L-lysine ligase	
rxn02008	UDP-N-acetylmuramoyl-L-alanine:D-glutamate ligase(ADP-forming)	R02783
rxn02007	2,4,6/3,5-Pentahydroxycyclohexanone hydro-lyase	R05659
rxn02006	L-Glutamine:2,4,6/3,5-pentahydroxycyclohexanone aminotransferase	R02781
rxn02005	trehalose transport via PEP:Pyr PTS	
rxn02004	Trehalose-6-phosphate phosphohydrolase	R02778
rxn02003	dTDP-6-deoxy-L-mannose:NADP+ 4-oxidoreductase	R02777
rxn02002	dTDP-6-deoxy-L-talose:NADP+ 4-oxidoreductase	R02776
rxn02001	dTDP-4-dehydro-6-deoxy-D-glucose 3,5-epimerase	
rxn02000	dTDP-4-dehydro-6-deoxy-D-glucose 3,5-epimerase	R06514
rxn01999	dTDP-4-amino-4,6-dideoxy-D-glucose:2-oxoglutarate aminotransferase	R02773
rxn01998	dTDP-4-acetamido-4,6-dideoxy-D-glucose:2-oxoglutarate	R02772
rxn01997	dTDPglucose 4,6-hydro-lyase	R06513
rxn01996	(R)-2-Methyl-3-oxopropanoyl-CoA 2-epimerase	R02765
rxn01995	(S)-Methylmalonyl-CoA hydrolase	R02764
rxn01994	rxn01994	R02763
rxn01993	2-Hydroxymuconate semialdehyde:NAD+ 6-oxidoreductase	R02762
rxn01992	ATP:acylglycerol 3-phosphotransferase	R02757
rxn01991	meso-2,6-diaminoheptanedioate:NADP+ oxidoreductase (deaminating)	R02755
rxn01990	5-Dehydro-4-deoxy-D-glucarate tartronate-semialdehyde-lyase	R02754
rxn01989	D-Glucarate hydro-lyase	R02752
rxn01987	Deoxyribokinase	R02750
rxn01988	Deoxyribonucleotide 3'-phosphohydrolase	
rxn01986	2-Deoxy-D-ribose 1-phosphate 1,5-phosphomutase	R02749
rxn01983	1-Acyl-sn-glycero-3-phosphocholine acylhydrolase	R02746
rxn01985	Deoxyinosine:orthophosphate ribosyltransferase	R02748
rxn01982	2-Acyl-sn-glycero-3-phosphocholine acylhydrolase	R02744
rxn01981	(5-L-Glutamyl)-L-amino-acid 5-glutamyltransferase (cyclizing)	R02743
rxn01980	NADPH:bis-gamma-glutamylcystine oxidoreductase	R02742
rxn01977	alpha-D-Glucose 6-phosphate ketol-isomerase	R02739
rxn01979	gamma-L-Glutamyl-L-cysteine:beta-alanine ligase (ADP-forming)	R02741
rxn01974	LL-2,6-Diaminoheptanedioate 2-epimerase	R02735
rxn01975	beta-D-Glucose-6-phosphate:NADP+ 1-oxoreductase	R02736
rxn01973	N-Succinyl-LL-2,6-diaminoheptanedioate amidohydrolase	R02734
rxn01972	N6-Acetyl-LL-2,6-diaminoheptanedioate amidohydrolase	R02733
rxn01969	D-Fructose-2,6-bisphosphate 6-phosphohydrolase	R02730
rxn01971	ATP:D-fructose-6-phosphate 2-phosphotransferase	R02732
rxn01967	beta-D-Glucose 1-phosphate 1,6-phosphomutase	R02728
rxn01968	5-Formiminotetrahydrofolate:glycine N-formiminotransferase	R02729
rxn01966	alpha,alpha-Trehalose:orthophosphate beta-D-glucosyltransferase	R02727
rxn01965	rxn01965	
rxn01964	L-Serine hydro-lyase (adding indoleglycerol-phosphate)	R02722
rxn01963	rxn01963	R02721
rxn01962	XTP pyrophosphohydrolase	R02720
rxn01961	Xanthosine 5'-phosphate phosphohydrolase	R02719
rxn01960	D-Arabinono-1,4-lactone:oxygen oxidoreductase	
rxn01959	D-Arabinono-1,4-lactone lactonohydrolase	R02714
rxn01958	rxn01958	R02713
rxn01957	4-Methylene-L-glutamine amidohydrolase	R02712
rxn01956	4-Methylene-L-glutamate:ammonia ligase (AMP-forming)	R02711
rxn01955	UDPglucose:4-hydroxymandelonitrile glucosyltransferase	R02709
rxn01954	4-hydroxyphenylacetonitrile,NADPH:oxygen oxidoreductase	R02708
rxn01953	rxn01953	R02707
rxn01952	rxn01952	R02706
rxn01951	ATP:N-acyl-D-mannosamine 6-phosphotransferase	R02705
rxn01949	5-hydroxy-L-tryptophan:oxygen 2,3-dioxygenase (indole-decyclizing)	R02702
rxn01948	5-Hydroxy-L-tryptophan decarboxy-lyase	R02701
rxn01947	5-Hydroxy-L-tryptophan:2-oxoglutarate aminotransferase	R02700
rxn01946	4-Hydroxyphenylacetate:CoA ligase (AMP-forming)	R02699
rxn01945	4-hydroxyphenylacetate,NADH:oxygen oxidoreductase (3-hydroxylating)	R02698
rxn01944	4-Hydroxyphenylacetaldehyde:NADP+ oxidoreductase	R02697
rxn01943	4-Hydroxyphenylacetaldehyde:NAD+ oxidoreductase	R02695
rxn01942	(5Z,13E)-(15S)-9alpha,11alpha,15-trihydroxyprosta-5,13-	R02684
rxn01941	(5Z,13E)-(15S)-9alpha,11alpha,15-Trihydroxyprosta-5,13-	R02683
rxn01940	indole-3-acetaldehyde:oxygen oxidoreductase	
rxn01939	indole-3-ethanol:NADP+ oxidoreductase	R02680
rxn01938	indole-3-ethanol:NAD+ oxidoreductase	R02679
rxn01937	Indole-3-acetaldehyde:NAD+ oxidoreductase	R02678
rxn01936	ADPmannose sugarphosphohydrolase	R02677
rxn01935	4-Hydroxymandelonitrile hydroxybenzaldehyde-lyase	R02676
rxn01934	(S)-2-Hydroxy-2-(4-hydroxyphenyl)acetate:oxygen 1-oxidoreductase	R02673
rxn01933	4-Hydroxybenzoylformate carboxy-lyase	R02672
rxn01932	Hydorogen-peroxide:hydrogen-peroxide oxidoreductase	
rxn01931	rxn01931	R02669
rxn01930	3-Hydroxy-L-kynurenine hydrolase	R02668
rxn01929	S-Adenosyl-L-methionine:3-hydroxyanthranilate 4-C-methyltransferase	R02667
rxn01928	3-Hydroxyanthranilate:oxygen oxidoreductase	R02666
rxn01927	3-Hydroxyanthranilate:oxygen 3,4-oxidoreductase (decyclizing)	R02665
rxn01926	2-phosphoglycerate kinase	R02664
rxn01925	2-methylpropanoyl-CoA:enzyme N6-(dihydrolipoyl)lysine	R02662
rxn01924	2-Methylpropanoyl-CoA:(acceptor) 2,3-oxidoreductase	
rxn01923	2-Methylpropanoyl-CoA:oxygen 2,3-oxidoreductase	
rxn01922	rxn01922	
rxn01921	ATP:2-dehydro-D-gluconate 6-phosphate	
rxn01920	rxn01920	R02657
rxn01919	Gentisate:oxygen 1,2-oxidoreductase (decyclizing)	R02656
rxn01918	Gentisate aldehyde:NAD+ oxidoreductase	R02655
rxn01917	ATP:N-acetyl-L-glutamate 5-phosphotransferase	R02649
rxn01916	Glycerol 1,2-cyclic phosphate 2-glycerophosphohydrolase	
rxn01915	urate-ribonucleotide:orthophosphate D-ribosyltransferase	
rxn01914	3-Oxo-delta5-steroid delta5-delat4-isomerase	R02644
rxn01912	3-Dehydro-L-gulonate:NADP+ 2-oxidoreductase	R02639
rxn01913	L-Gulonate:NAD+ 3-oxidoreductase	R02640
rxn01911	3-Dehydro-L-gulonate:NAD+ 2-oxidoreductase	R02637
rxn01910	UDP-D-galacturonate carboxy-lyase	R02636
rxn01909	UTP:1-Phospho-alpha-D-galacturonate uridylyltransferase	R02634
rxn01908	3'-Phosphoadenylylsulfate:quercetin-3-sulfate 4'-sulfotransferase	R02633
rxn01907	3'-Phosphoadenylylsulfate:quercetin-3-sulfate 3'-sulfotransferase	R02632
rxn01906	3-Sulfino-L-alanine:2-oxoglutarate aminotransferase	R02619
rxn01905	rxn01905	R02618
rxn01904	Styrene-oxide isomerase	R02615
rxn01903	Phenethylamine:oxygen oxidoreductase (deaminating)	R02613
rxn01902	Phenylethylalcohol:NAD+ oxidoreductase	R02611
rxn01901	5alpha-cholestan-3-one:NADP+ delta7-oxidoreductase	R02610
rxn01900	5beta-Cholestan-3-one:NADP+ 4,5-oxidoreductase	R02609
rxn01898	2,6-Dioxo-6-phenylhexa-3-enoate benzoylhydrolase	R02606
rxn01897	L-2-Amino-4-chloropent-4-enoate chloride-lyase (deaminating)	
rxn01896	2-hydroxymuconic semi-aldehyde	R02604
rxn01895	2-hydroxy-6-ketonona-2,4-dienedioic acid hydrolase	R02603
rxn01894	4-Oxalocrotonate carboxy-lyase	R02602
rxn01893	2-oxopent-4-enoate hydratase	R02601
rxn01892	CTP:N-acylneuraminate cytidylyltransferase	R02599
rxn01891	CMP-N-acylneuraminate N-acylneuraminohydrolase	R02598
