scaffold	begin	end	strand	desc	old_locus_tag	new_locus_tag
NZ_CP037867.1	968307	969227	+	gene	HPF_04795	HPF_RS04790
NZ_CP037867.1	969243	970214	-	gene	HPF_04800	HPF_RS04795
NZ_CP037867.1	970278	970997	+	gene	HPF_04805	HPF_RS04800
NZ_CP037867.1	971002	971088	-	gene	HPF_04810	HPF_RS04805
NZ_CP037867.1	971002	971088	-	tRNA	NA	HPF_RS04805
NZ_CP037867.1	971002	971088	-	exon	NA	HPF_RS04805
NZ_CP037867.1	971130	972032	+	gene	HPF_04815	HPF_RS04810
NZ_CP037867.1	972047	972574	+	gene	HPF_04820	HPF_RS04815
NZ_CP037867.1	972654	972881	+	gene	HPF_04825	HPF_RS04820
NZ_CP037867.1	972931	973983	+	gene	HPF_04830	HPF_RS04825
NZ_CP037867.1	974002	976902	-	gene	HPF_04835	HPF_RS04830
NZ_CP037867.1	976976	977164	-	gene	HPF_04840	HPF_RS04835
NZ_CP037867.1	977183	978901	-	gene	HPF_04845	HPF_RS04840
NZ_CP037867.1	979168	979773	-	gene	HPF_04850	HPF_RS04845
NZ_CP037867.1	980064	980486	+	gene	HPF_04855	HPF_RS04850
NZ_CP037867.1	980592	981941	+	gene	HPF_04860	HPF_RS04855
NZ_CP037867.1	981959	982549	+	gene	HPF_04865	HPF_RS04860
NZ_CP037867.1	982553	983245	-	gene	HPF_04870	HPF_RS04865
NZ_CP037867.1	983325	984125	+	gene	HPF_04875	HPF_RS04870
NZ_CP037867.1	984132	984908	+	gene	HPF_04880	HPF_RS04875
NZ_CP037867.1	984930	985823	+	gene	HPF_04885	HPF_RS04880
NZ_CP037867.1	985820	986662	+	gene	HPF_04890	HPF_RS04885
NZ_CP037867.1	986663	987442	-	gene	HPF_04895	HPF_RS04890
NZ_CP037867.1	987451	987999	-	gene	HPF_04900	HPF_RS04895
NZ_CP037867.1	988035	988703	-	gene	HPF_04905	HPF_RS04900
NZ_CP037867.1	988717	989199	-	gene	HPF_04910	HPF_RS04905
NZ_CP037867.1	989228	990181	-	gene	HPF_04915	HPF_RS04910
NZ_CP037867.1	990396	990995	+	gene	HPF_04920	HPF_RS04915
NZ_CP037867.1	990995	991387	+	gene	HPF_04925	HPF_RS04920
NZ_CP037867.1	991431	991982	+	gene	HPF_04930	HPF_RS04925
NZ_CP037867.1	991990	993051	-	gene	HPF_04935	HPF_RS04930
NZ_CP037867.1	993129	994343	+	gene	HPF_04940	HPF_RS04935
NZ_CP037867.1	994420	995061	+	gene	HPF_04945	HPF_RS04940
NZ_CP037867.1	995274	995717	+	gene	HPF_04950	HPF_RS04945
NZ_CP037867.1	995702	996457	-	gene	HPF_04955	HPF_RS04950
NZ_CP037867.1	996492	997967	-	gene	HPF_04960	HPF_RS04955
NZ_CP037867.1	998085	998828	-	gene	HPF_04965	HPF_RS04960
NZ_CP037867.1	998938	999348	+	gene	HPF_04970	HPF_RS04965
NZ_CP037867.1	999362	999619	+	gene	HPF_04975	HPF_RS04970
NZ_CP037867.1	999717	1000160	+	gene	HPF_04980	HPF_RS04975
NZ_CP037867.1	1000182	1001204	+	gene	HPF_04985	HPF_RS04980
NZ_CP037867.1	1001201	1002067	-	gene	HPF_04990	HPF_RS04985
NZ_CP037867.1	1002111	1003001	-	gene	HPF_04995	HPF_RS04990
NZ_CP037867.1	1003083	1003946	+	gene	HPF_05000	HPF_RS04995
NZ_CP037867.1	1003955	1005058	+	gene	HPF_05005	HPF_RS05000
NZ_CP037867.1	1005137	1005340	-	gene	HPF_05010	HPF_RS05005
NZ_CP037867.1	1005370	1005990	-	gene	HPF_05015	HPF_RS05010
NZ_CP037867.1	1005995	1006912	-	gene	HPF_05020	HPF_RS05015
NZ_CP037867.1	1006974	1007981	+	gene	HPF_05025	HPF_RS05020
NZ_CP037867.1	1007978	1008877	+	gene	HPF_05030	HPF_RS05025
NZ_CP037867.1	1008887	1009615	+	gene	HPF_05035	HPF_RS05030
NZ_CP037867.1	1009612	1010220	+	gene	HPF_05040	HPF_RS05035
NZ_CP037867.1	1010217	1011437	+	gene	HPF_05045	HPF_RS05040
NZ_CP037867.1	1011439	1014054	-	gene	HPF_05050	HPF_RS05045
NZ_CP037867.1	1014081	1014464	-	gene	HPF_05055	HPF_RS05050
NZ_CP037867.1	1014461	1015216	-	gene	HPF_05060	HPF_RS05055
NZ_CP037867.1	1015220	1015555	-	gene	HPF_05065	HPF_RS05060
NZ_CP037867.1	1015664	1017280	-	gene	HPF_05070	HPF_RS05065
NZ_CP037867.1	1017510	1017597	-	gene	HPF_05075	HPF_RS05070
NZ_CP037867.1	1017510	1017597	-	tRNA	NA	HPF_RS05070
NZ_CP037867.1	1017510	1017597	-	exon	NA	HPF_RS05070
NZ_CP037867.1	1017629	1018297	-	gene	HPF_05080	HPF_RS05075
NZ_CP037867.1	1018309	1019076	-	gene	HPF_05085	HPF_RS05080
NZ_CP037867.1	1019006	1019569	-	gene	HPF_05090	HPF_RS05085
NZ_CP037867.1	1019590	1021308	-	gene	HPF_05095	HPF_RS05090
NZ_CP037867.1	1021583	1023262	+	gene	HPF_05100	HPF_RS05095
NZ_CP037867.1	1023266	1023574	-	gene	HPF_05105	HPF_RS05100
NZ_CP037867.1	1023585	1024175	-	gene	HPF_05110	HPF_RS05105
NZ_CP037867.1	1024294	1024596	-	gene	HPF_05115	HPF_RS05110
NZ_CP037867.1	1024761	1028225	+	gene	HPF_05120	HPF_RS05115
NZ_CP037867.1	1028222	1029259	+	gene	HPF_05125	HPF_RS05120
NZ_CP037867.1	1029265	1030317	-	gene	HPF_05130	HPF_RS05125
NZ_CP037867.1	1030341	1031888	-	gene	HPF_05135	HPF_RS05130
NZ_CP037867.1	1031920	1032864	-	gene	HPF_05140	HPF_RS05135
NZ_CP037867.1	1032869	1034194	-	gene	HPF_05145	HPF_RS05140
NZ_CP037867.1	1034202	1035158	-	gene	HPF_05150	HPF_RS05145
NZ_CP037867.1	1035176	1036153	-	gene	HPF_05155	HPF_RS05150
NZ_CP037867.1	1036273	1037190	-	gene	HPF_05160	HPF_RS05155
NZ_CP037867.1	1037332	1038624	-	gene	HPF_05165	HPF_RS05160
NZ_CP037867.1	1038635	1039915	-	gene	HPF_05170	HPF_RS05165
NZ_CP037867.1	1039915	1040475	-	gene	HPF_05175	HPF_RS05170
NZ_CP037867.1	1040609	1041583	-	gene	HPF_05180	HPF_RS05175
NZ_CP037867.1	1041646	1042548	-	gene	HPF_05185	HPF_RS05180
NZ_CP037867.1	1042558	1043376	-	gene	HPF_05190	HPF_RS05185
NZ_CP037867.1	1043581	1044288	+	gene	HPF_05195	HPF_RS05190
NZ_CP037867.1	1044297	1045769	+	gene	HPF_05200	HPF_RS05195
NZ_CP037867.1	1045763	1046713	+	gene	HPF_05205	HPF_RS05200
NZ_CP037867.1	1046725	1047888	-	gene	HPF_05210	HPF_RS05205
NZ_CP037867.1	1047939	1048880	-	gene	HPF_05215	HPF_RS05210
NZ_CP037867.1	1048981	1049976	+	gene	HPF_05220	HPF_RS05215
NZ_CP037867.1	1049994	1050890	+	gene	HPF_05225	HPF_RS05220
NZ_CP037867.1	1050772	1051305	+	gene	HPF_05230	HPF_RS05225
NZ_CP037867.1	1051449	1052726	+	gene	HPF_05235	HPF_RS05230
NZ_CP037867.1	1052739	1054328	+	gene	HPF_05240	HPF_RS05235
NZ_CP037867.1	1054325	1055434	+	gene	HPF_05245	HPF_RS05240
NZ_CP037867.1	1055431	1056306	+	gene	HPF_05250	HPF_RS05245
NZ_CP037867.1	1056317	1057015	+	gene	HPF_05255	HPF_RS05250
NZ_CP037867.1	1057046	1058731	-	gene	HPF_05260	HPF_RS05255
NZ_CP037867.1	1058860	1059690	-	gene	HPF_05265	HPF_RS05260
NZ_CP037867.1	1059808	1060281	-	gene	HPF_05270	HPF_RS05265
NZ_CP037867.1	1060281	1061045	-	gene	HPF_05275	HPF_RS05270
NZ_CP037867.1	1061056	1061892	-	gene	HPF_05280	HPF_RS05275
NZ_CP037867.1	1061892	1062923	-	gene	HPF_05285	HPF_RS05280
NZ_CP037867.1	1063179	1064666	-	gene	HPF_05290	HPF_RS05285
NZ_CP037867.1	1064833	1067133	-	gene	HPF_05295	HPF_RS05290
NZ_CP037867.1	1067201	1068454	-	gene	HPF_05300	HPF_RS05295
NZ_CP037867.1	1068463	1070238	-	gene	HPF_05305	HPF_RS05300
NZ_CP037867.1	1070249	1071199	-	gene	HPF_05310	HPF_RS05305
NZ_CP037867.1	1071208	1071876	-	gene	HPF_05315	HPF_RS05310
NZ_CP037867.1	1071948	1072301	+	gene	HPF_05320	HPF_RS05315
NZ_CP037867.1	1072523	1073044	-	gene	HPF_05325	HPF_RS05320
NZ_CP037867.1	1073208	1074029	+	gene	HPF_05330	HPF_RS05325
NZ_CP037867.1	1074204	1075403	+	gene	HPF_05335	HPF_RS05330
NZ_CP037867.1	1075450	1076556	+	gene	HPF_05340	HPF_RS05335
NZ_CP037867.1	1076564	1077472	+	gene	HPF_05345	HPF_RS05340
NZ_CP037867.1	1077496	1078359	+	gene	HPF_05350	HPF_RS05345
NZ_CP037867.1	1078388	1079170	-	gene	HPF_05355	HPF_RS05350
NZ_CP037867.1	1079174	1079692	-	gene	HPF_05360	HPF_RS05355
NZ_CP037867.1	1079699	1080100	-	gene	HPF_05365	HPF_RS05360
NZ_CP037867.1	1080197	1081885	-	gene	HPF_05370	HPF_RS05365
NZ_CP037867.1	1082002	1082952	-	gene	HPF_05375	HPF_RS05370
NZ_CP037867.1	1082949	1085780	-	pseudogene	NA	HPF_RS05375
NZ_CP037867.1	1085940	1086932	+	gene	HPF_05390	HPF_RS05380
NZ_CP037867.1	1087005	1088465	+	gene	HPF_05395	HPF_RS05385
NZ_CP037867.1	1088482	1089846	+	gene	HPF_05400	HPF_RS05390
NZ_CP037867.1	1089843	1091129	+	gene	HPF_05405	HPF_RS05395
NZ_CP037867.1	1091126	1091779	+	gene	HPF_05410	HPF_RS05400
NZ_CP037867.1	1092068	1094023	+	gene	HPF_05415	HPF_RS05405
NZ_CP037867.1	1094118	1094834	+	gene	HPF_05420	HPF_RS05410
NZ_CP037867.1	1094847	1096295	-	gene	HPF_05425	HPF_RS05415
NZ_CP037867.1	1096297	1097202	-	gene	HPF_05430	HPF_RS05420
NZ_CP037867.1	1097326	1099113	+	gene	HPF_05435	HPF_RS05425
NZ_CP037867.1	1099137	1099934	+	gene	HPF_05440	HPF_RS05430
NZ_CP037867.1	1099959	1100867	+	gene	HPF_05445	HPF_RS05435
NZ_CP037867.1	1100891	1102210	+	gene	HPF_05450	HPF_RS05440
NZ_CP037867.1	1102270	1103046	+	gene	HPF_05455	HPF_RS05445
NZ_CP037867.1	1103054	1104211	+	gene	HPF_05460	HPF_RS05450
NZ_CP037867.1	1104222	1104602	+	gene	HPF_05465	HPF_RS05455
NZ_CP037867.1	1104766	1105485	+	gene	HPF_05470	HPF_RS05460
NZ_CP037867.1	1105475	1107760	+	gene	HPF_05475	HPF_RS05465
NZ_CP037867.1	1107787	1108452	+	gene	HPF_05480	HPF_RS05470
NZ_CP037867.1	1108392	1108844	+	pseudogene	HPF_05485	HPF_RS05475
NZ_CP037867.1	1108871	1109515	-	gene	HPF_05490	HPF_RS05480
NZ_CP037867.1	1109573	1110052	+	gene	HPF_05495	HPF_RS05485
NZ_CP037867.1	1110111	1111118	+	gene	HPF_05500	HPF_RS05490
NZ_CP037867.1	1111111	1112085	+	gene	HPF_05505	HPF_RS05495
NZ_CP037867.1	1112220	1112579	+	gene	HPF_05510	HPF_RS05500
NZ_CP037867.1	1112678	1113064	-	gene	HPF_05515	HPF_RS05505
NZ_CP037867.1	1113087	1113848	-	gene	HPF_05520	HPF_RS05510
NZ_CP037867.1	1113949	1114911	-	gene	HPF_05530	HPF_RS05515
NZ_CP037867.1	1114945	1115823	-	gene	HPF_05535	HPF_RS05520
NZ_CP037867.1	1115826	1116665	-	gene	HPF_05540	HPF_RS05525
NZ_CP037867.1	1116711	1118234	-	gene	HPF_05545	HPF_RS05530
NZ_CP037867.1	1118369	1119463	+	gene	HPF_05550	HPF_RS05535
NZ_CP037867.1	1119498	1119827	-	gene	NA	HPF_RS05540
NZ_CP037867.1	1120035	1120673	-	gene	HPF_05560	HPF_RS05545
NZ_CP037867.1	1120670	1122643	-	gene	HPF_05565	HPF_RS05550
NZ_CP037867.1	1122665	1123699	+	gene	HPF_05570	HPF_RS05555
NZ_CP037867.1	1123805	1125154	+	gene	HPF_05575	HPF_RS05560
NZ_CP037867.1	1125307	1127088	+	gene	HPF_05580	HPF_RS05565
NZ_CP037867.1	1127104	1128186	-	gene	HPF_05585	HPF_RS05570
NZ_CP037867.1	1128284	1129882	-	gene	HPF_05590	HPF_RS05575
NZ_CP037867.1	1129879	1130658	-	gene	HPF_05595	HPF_RS05580
NZ_CP037867.1	1130662	1131900	-	gene	HPF_05600	HPF_RS05585
NZ_CP037867.1	1131897	1132556	-	gene	HPF_05605	HPF_RS05590
NZ_CP037867.1	1132553	1133851	-	gene	HPF_05610	HPF_RS05595
NZ_CP037867.1	1133848	1134240	-	gene	HPF_05615	HPF_RS05600
NZ_CP037867.1	1134271	1134468	-	gene	HPF_05620	HPF_RS05605
NZ_CP037867.1	1134462	1135604	-	gene	HPF_05625	HPF_RS05610
NZ_CP037867.1	1135608	1137500	-	gene	HPF_05630	HPF_RS05615
NZ_CP037867.1	1137602	1137717	-	riboswitch	NA	NA
NZ_CP037867.1	1137765	1140392	-	gene	HPF_05635	HPF_RS05620
NZ_CP037867.1	1140520	1141170	+	gene	HPF_05640	HPF_RS05625
NZ_CP037867.1	1141185	1141811	-	gene	HPF_05645	HPF_RS05630
NZ_CP037867.1	1141808	1142737	-	gene	HPF_05650	HPF_RS05635
NZ_CP037867.1	1142734	1143192	-	gene	HPF_05655	HPF_RS05640
NZ_CP037867.1	1143274	1144179	-	gene	HPF_05660	HPF_RS05645
NZ_CP037867.1	1144300	1145061	+	gene	HPF_05665	HPF_RS05650
NZ_CP037867.1	1145080	1146249	-	gene	HPF_05670	HPF_RS05655
NZ_CP037867.1	1146308	1146910	-	gene	HPF_05675	HPF_RS05660
NZ_CP037867.1	1147014	1147601	+	gene	HPF_05680	HPF_RS05665
NZ_CP037867.1	1147614	1148276	-	gene	HPF_05685	HPF_RS05670
NZ_CP037867.1	1148312	1150048	-	gene	HPF_05690	HPF_RS05675
NZ_CP037867.1	1150157	1151710	+	gene	HPF_05695	HPF_RS05680
NZ_CP037867.1	1151689	1152621	-	gene	HPF_05700	HPF_RS05685
NZ_CP037867.1	1152717	1153727	+	gene	HPF_05705	HPF_RS05690
NZ_CP037867.1	1153919	1154572	+	gene	HPF_05710	HPF_RS05695
NZ_CP037867.1	1154601	1157204	-	gene	HPF_05715	HPF_RS05700
NZ_CP037867.1	1157341	1158261	-	gene	HPF_05720	HPF_RS05705
NZ_CP037867.1	1158264	1158557	-	gene	HPF_05725	HPF_RS05710
NZ_CP037867.1	1158716	1160008	+	gene	HPF_05730	HPF_RS05715
NZ_CP037867.1	1160005	1161216	+	gene	HPF_05735	HPF_RS05720
NZ_CP037867.1	1161249	1161878	+	gene	HPF_05740	HPF_RS05725
NZ_CP037867.1	1161935	1162381	+	gene	HPF_05745	HPF_RS05730
NZ_CP037867.1	1162416	1163705	+	pseudogene	HPF_05755	HPF_RS05735
NZ_CP037867.1	1163677	1163943	-	gene	HPF_05760	HPF_RS05740
NZ_CP037867.1	1163954	1164292	-	gene	HPF_05765	HPF_RS05745
NZ_CP037867.1	1164387	1165376	-	gene	HPF_05770	HPF_RS05750
NZ_CP037867.1	1165488	1166321	+	gene	HPF_05775	HPF_RS05755
NZ_CP037867.1	1166506	1167402	+	gene	HPF_05780	HPF_RS05760
NZ_CP037867.1	1167441	1168337	+	gene	HPF_05785	HPF_RS05765
NZ_CP037867.1	1168385	1169284	+	gene	HPF_05790	HPF_RS05770
NZ_CP037867.1	1169419	1170159	+	gene	HPF_05795	HPF_RS05775
NZ_CP037867.1	1170161	1170826	+	gene	HPF_05800	HPF_RS05780
NZ_CP037867.1	1170844	1171578	+	gene	HPF_05805	HPF_RS05785
NZ_CP037867.1	1171575	1173572	+	gene	HPF_05810	HPF_RS05790
NZ_CP037867.1	1173569	1174933	+	gene	HPF_05815	HPF_RS05795
NZ_CP037867.1	1174959	1176059	-	gene	HPF_05820	HPF_RS05800
NZ_CP037867.1	1176107	1177165	-	gene	HPF_05825	HPF_RS05805
NZ_CP037867.1	1177192	1178154	-	gene	HPF_05830	HPF_RS05810
NZ_CP037867.1	1178207	1179217	-	gene	HPF_05835	HPF_RS05815
NZ_CP037867.1	1179198	1180706	-	gene	HPF_05840	HPF_RS05820
NZ_CP037867.1	1180706	1181866	-	gene	HPF_05845	HPF_RS05825
NZ_CP037867.1	1182193	1183380	+	gene	HPF_05850	HPF_RS05830
NZ_CP037867.1	1183415	1184434	+	gene	HPF_05855	HPF_RS05835
NZ_CP037867.1	1184472	1186781	-	gene	HPF_05860	HPF_RS05840
NZ_CP037867.1	1186778	1188280	-	gene	HPF_05865	HPF_RS05845
NZ_CP037867.1	1188376	1189329	+	gene	HPF_05870	HPF_RS05850
NZ_CP037867.1	1189326	1190906	+	gene	HPF_05875	HPF_RS05855
NZ_CP037867.1	1190893	1191948	+	gene	HPF_05880	HPF_RS05860
NZ_CP037867.1	1191961	1192881	+	gene	HPF_05885	HPF_RS05865
NZ_CP037867.1	1192948	1194102	+	gene	HPF_05890	HPF_RS05870
NZ_CP037867.1	1194172	1195239	+	gene	HPF_05895	HPF_RS05875
NZ_CP037867.1	1195254	1196261	+	gene	HPF_05900	HPF_RS05880
NZ_CP037867.1	1196333	1197877	+	gene	HPF_05905	HPF_RS05885
NZ_CP037867.1	1197951	1199024	+	gene	HPF_05910	HPF_RS05890
NZ_CP037867.1	1199099	1200373	+	gene	HPF_05915	HPF_RS05895
NZ_CP037867.1	1200411	1200980	+	gene	HPF_05920	HPF_RS05900
NZ_CP037867.1	1201151	1202254	+	gene	HPF_05925	HPF_RS05905
NZ_CP037867.1	1202367	1203266	+	gene	HPF_05930	HPF_RS05910
NZ_CP037867.1	1203335	1204801	+	gene	HPF_05935	HPF_RS05915
NZ_CP037867.1	1204813	1205643	-	gene	HPF_05940	HPF_RS05920
NZ_CP037867.1	1205653	1206951	+	gene	HPF_05945	HPF_RS05925
NZ_CP037867.1	1206938	1207831	-	gene	HPF_05950	HPF_RS05930
NZ_CP037867.1	1207948	1209369	+	gene	HPF_05955	HPF_RS05935
NZ_CP037867.1	1209504	1209857	+	gene	HPF_05960	HPF_RS05940
NZ_CP037867.1	1210007	1210810	+	gene	HPF_05965	HPF_RS05945
NZ_CP037867.1	1210827	1213184	+	gene	HPF_05970	HPF_RS05950
NZ_CP037867.1	1213195	1214274	-	gene	HPF_05975	HPF_RS05955
NZ_CP037867.1	1214403	1214822	+	gene	HPF_05980	HPF_RS05960
NZ_CP037867.1	1214851	1217151	-	gene	HPF_05985	HPF_RS05965
NZ_CP037867.1	1217294	1218040	+	gene	HPF_05990	HPF_RS05970
NZ_CP037867.1	1218252	1218830	+	gene	HPF_05995	HPF_RS05975
NZ_CP037867.1	1218924	1219727	+	gene	HPF_06000	HPF_RS05980
NZ_CP037867.1	1219731	1220480	+	gene	HPF_06005	HPF_RS05985
NZ_CP037867.1	1220570	1220782	-	gene	HPF_06010	HPF_RS05990
NZ_CP037867.1	1220779	1221699	-	gene	HPF_06015	HPF_RS05995
NZ_CP037867.1	1221696	1222115	-	gene	HPF_06020	HPF_RS06000
NZ_CP037867.1	1222186	1223784	-	gene	HPF_06025	HPF_RS06005
NZ_CP037867.1	1223995	1225638	+	gene	HPF_06030	HPF_RS06010
NZ_CP037867.1	1225777	1227009	+	gene	HPF_06035	HPF_RS06015
NZ_CP037867.1	1227220	1228242	+	gene	HPF_06040	HPF_RS06020
NZ_CP037867.1	1228249	1229541	+	gene	HPF_06045	HPF_RS06025
NZ_CP037867.1	1229583	1230377	+	gene	HPF_06050	HPF_RS06030
NZ_CP037867.1	1230390	1231085	+	gene	HPF_06055	HPF_RS06035
NZ_CP037867.1	1231189	1233297	+	gene	HPF_06060	HPF_RS06040
NZ_CP037867.1	1233331	1234506	+	gene	HPF_06065	HPF_RS06045
NZ_CP037867.1	1234543	1235898	+	gene	HPF_06070	HPF_RS06050
NZ_CP037867.1	1235895	1236218	+	gene	HPF_06075	HPF_RS06055
NZ_CP037867.1	1236250	1237215	+	gene	HPF_06080	HPF_RS06060
NZ_CP037867.1	1237243	1239066	+	gene	HPF_06085	HPF_RS06065
NZ_CP037867.1	1239092	1239883	+	gene	HPF_06090	HPF_RS06070
NZ_CP037867.1	1239884	1240309	+	gene	HPF_06095	HPF_RS06075
NZ_CP037867.1	1240309	1241106	+	gene	HPF_06100	HPF_RS06080
NZ_CP037867.1	1241127	1242143	+	gene	HPF_06105	HPF_RS06085
NZ_CP037867.1	1242255	1243907	+	gene	HPF_06110	HPF_RS06090
NZ_CP037867.1	1243933	1244868	+	gene	HPF_06115	HPF_RS06095
NZ_CP037867.1	1244865	1245356	+	gene	HPF_06120	HPF_RS06100
NZ_CP037867.1	1245383	1246288	+	gene	HPF_06125	HPF_RS06105
NZ_CP037867.1	1246307	1246858	+	gene	HPF_06130	HPF_RS06110
NZ_CP037867.1	1246933	1248144	+	gene	HPF_06135	HPF_RS06115
NZ_CP037867.1	1248151	1249257	-	gene	HPF_06140	HPF_RS06120
NZ_CP037867.1	1249909	1250868	+	gene	HPF_06145	HPF_RS06125
NZ_CP037867.1	1251337	1252887	+	gene	HPF_06150	HPF_RS06130
NZ_CP037867.1	1252992	1253225	+	gene	NA	HPF_RS06135
NZ_CP037867.1	1253553	1255928	+	gene	HPF_06155	HPF_RS06140
NZ_CP037867.1	1256035	1256862	+	gene	HPF_06160	HPF_RS06145
NZ_CP037867.1	1256944	1257768	+	gene	HPF_06165	HPF_RS06150
NZ_CP037867.1	1257787	1258767	-	gene	HPF_06170	HPF_RS06155
NZ_CP037867.1	1258870	1259964	+	gene	HPF_06175	HPF_RS06160
NZ_CP037867.1	1259975	1260916	-	gene	HPF_06180	HPF_RS06165
NZ_CP037867.1	1261028	1261735	+	gene	HPF_06185	HPF_RS06170
NZ_CP037867.1	1261765	1262520	+	gene	HPF_06190	HPF_RS06175
NZ_CP037867.1	1262569	1263669	+	gene	HPF_06195	HPF_RS06180
NZ_CP037867.1	1263706	1264590	+	gene	HPF_06200	HPF_RS06185
NZ_CP037867.1	1264610	1266679	+	gene	HPF_06205	HPF_RS06190
NZ_CP037867.1	1266679	1267386	+	gene	HPF_06210	HPF_RS06195
NZ_CP037867.1	1267424	1268431	+	gene	HPF_06215	HPF_RS06200
NZ_CP037867.1	1268446	1269642	+	gene	HPF_06220	HPF_RS06205
NZ_CP037867.1	1269674	1270741	+	gene	HPF_06225	HPF_RS06210
NZ_CP037867.1	1270809	1272065	+	gene	HPF_06230	HPF_RS06215
NZ_CP037867.1	1272041	1272937	-	gene	HPF_06235	HPF_RS06220
NZ_CP037867.1	1273013	1273507	+	gene	HPF_06240	HPF_RS06225
NZ_CP037867.1	1273676	1274275	-	gene	HPF_06245	HPF_RS06230
NZ_CP037867.1	1274350	1275630	-	gene	HPF_06250	HPF_RS06235
NZ_CP037867.1	1275641	1275931	-	gene	HPF_06255	HPF_RS06240
NZ_CP037867.1	1276269	1276646	+	gene	HPF_06260	HPF_RS06245
NZ_CP037867.1	1276651	1277991	+	gene	HPF_06265	HPF_RS06250
NZ_CP037867.1	1277992	1279161	+	gene	HPF_06270	HPF_RS06255
NZ_CP037867.1	1279244	1279576	+	gene	HPF_06275	HPF_RS06260
NZ_CP037867.1	1279609	1280064	+	gene	HPF_06280	HPF_RS06265
NZ_CP037867.1	1280133	1280432	+	gene	HPF_06285	HPF_RS06270
NZ_CP037867.1	1280558	1281373	+	gene	HPF_06290	HPF_RS06275
NZ_CP037867.1	1281391	1282041	+	gene	HPF_06295	HPF_RS06280
NZ_CP037867.1	1282134	1283858	+	gene	HPF_06300	HPF_RS06285
NZ_CP037867.1	1283862	1285184	-	gene	HPF_06305	HPF_RS06290
NZ_CP037867.1	1285360	1286376	+	gene	HPF_06310	HPF_RS06295
NZ_CP037867.1	1286410	1288416	+	gene	HPF_06315	HPF_RS06300
NZ_CP037867.1	1288409	1289026	+	gene	HPF_06320	HPF_RS06305
NZ_CP037867.1	1289026	1289454	+	gene	HPF_06325	HPF_RS06310
NZ_CP037867.1	1289451	1290206	+	gene	HPF_06330	HPF_RS06315
NZ_CP037867.1	1290206	1291552	+	gene	HPF_06335	HPF_RS06320
NZ_CP037867.1	1291542	1292096	+	gene	HPF_06340	HPF_RS06325
NZ_CP037867.1	1292129	1292728	-	gene	HPF_06345	HPF_RS06330
NZ_CP037867.1	1292812	1293375	+	gene	HPF_06350	HPF_RS06335
NZ_CP037867.1	1293375	1293599	+	gene	HPF_06355	HPF_RS06340
NZ_CP037867.1	1293606	1294145	-	gene	HPF_06360	HPF_RS06345
NZ_CP037867.1	1294237	1295550	+	gene	HPF_06365	HPF_RS06350
NZ_CP037867.1	1295538	1296137	+	gene	HPF_06370	HPF_RS06355
NZ_CP037867.1	1296232	1297311	+	gene	HPF_06375	HPF_RS06360
NZ_CP037867.1	1297355	1298017	-	gene	HPF_06380	HPF_RS06365
NZ_CP037867.1	1298106	1298537	+	gene	HPF_06385	HPF_RS06370
NZ_CP037867.1	1298551	1299189	-	gene	HPF_06390	HPF_RS06375
NZ_CP037867.1	1299261	1299980	+	gene	HPF_06395	HPF_RS06380
NZ_CP037867.1	1300042	1301376	-	gene	HPF_06400	HPF_RS06385
NZ_CP037867.1	1301381	1302208	-	gene	HPF_06405	HPF_RS06390
NZ_CP037867.1	1302205	1303047	-	gene	HPF_06410	HPF_RS06395
NZ_CP037867.1	1303052	1303885	-	gene	HPF_06415	HPF_RS06400
NZ_CP037867.1	1303909	1304781	-	gene	HPF_06420	HPF_RS06405
NZ_CP037867.1	1304872	1305858	+	gene	HPF_06425	HPF_RS06410
NZ_CP037867.1	1305871	1307109	-	gene	NA	HPF_RS06415
NZ_CP037867.1	1307108	1308088	+	gene	HPF_06435	HPF_RS06420
NZ_CP037867.1	1308143	1309216	+	gene	HPF_06440	HPF_RS06425
NZ_CP037867.1	1309254	1309949	+	gene	HPF_06445	HPF_RS06430
NZ_CP037867.1	1309966	1310292	-	gene	HPF_06450	HPF_RS06435
NZ_CP037867.1	1310445	1310822	+	gene	HPF_06455	HPF_RS06440
NZ_CP037867.1	1310829	1311221	-	gene	HPF_06460	HPF_RS06445
NZ_CP037867.1	1311240	1312565	-	gene	HPF_06465	HPF_RS06450
NZ_CP037867.1	1312469	1313599	-	pseudogene	HPF_06470	HPF_RS06455
NZ_CP037867.1	1313638	1314408	-	gene	HPF_06475	HPF_RS06460
NZ_CP037867.1	1314405	1316561	-	gene	HPF_06480	HPF_RS06465
NZ_CP037867.1	1316580	1317194	-	gene	HPF_06485	HPF_RS06470
NZ_CP037867.1	1317291	1317773	-	gene	HPF_06490	HPF_RS06475
NZ_CP037867.1	1317770	1318627	-	gene	HPF_06495	HPF_RS06480
NZ_CP037867.1	1318624	1319523	-	gene	HPF_06500	HPF_RS06485
NZ_CP037867.1	1319560	1319841	-	gene	HPF_06505	HPF_RS06490
NZ_CP037867.1	1320017	1320598	+	gene	HPF_06510	HPF_RS06495
NZ_CP037867.1	1320595	1320801	+	gene	HPF_06515	HPF_RS06500
NZ_CP037867.1	1320839	1321888	-	gene	HPF_06520	HPF_RS06505
NZ_CP037867.1	1321918	1323327	+	gene	HPF_06525	HPF_RS06510
NZ_CP037867.1	1323346	1324674	+	gene	HPF_06530	HPF_RS06515
