scaffoldId	begin	end	strand	desc	old_locus_tag	new_locus_tag
NC_008313.1	1777839	1778205	-	pseudogene	H16_A1635	H16_RS08135
NC_008313.1	1778329	1779516	-	gene	H16_A1636	H16_RS08140
NC_008313.1	1779872	1780252	+	gene	H16_A1637	H16_RS08145
NC_008313.1	1780580	1781119	-	gene	H16_A1638	H16_RS08155
NC_008313.1	1781112	1782851	-	gene	H16_A1639	H16_RS08160
NC_008313.1	1782879	1783256	-	gene	H16_A1640	H16_RS08165
NC_008313.1	1783256	1783888	-	gene	H16_A1641	H16_RS08170
NC_008313.1	1783891	1785867	-	gene	H16_A1642	H16_RS08175
NC_008313.1	1785870	1786862	-	gene	H16_A1643	H16_RS08180
NC_008313.1	1787030	1788424	+	gene	H16_A1644	H16_RS08185
NC_008313.1	1788446	1789375	-	gene	H16_A1645	H16_RS08190
NC_008313.1	1789542	1790534	+	gene	H16_A1646	H16_RS08195
NC_008313.1	1790570	1791781	+	gene	H16_A1647	H16_RS08200
NC_008313.1	1791873	1792478	+	gene	H16_A1648	H16_RS08205
NC_008313.1	1792732	1793223	+	gene	H16_A1649	H16_RS08215
NC_008313.1	1793304	1793558	+	gene	H16_A1650	H16_RS08220
NC_008313.1	1793650	1796016	+	gene	H16_A1651	H16_RS08225
NC_008313.1	1796301	1798625	+	gene	H16_A1652	H16_RS08230
NC_008313.1	1798594	1799058	+	gene	H16_A1653	H16_RS08235
NC_008313.1	1799288	1801135	+	gene	H16_A1654	H16_RS08240
NC_008313.1	1801144	1802748	+	gene	H16_A1655	H16_RS08245
NC_008313.1	1802767	1803678	+	gene	H16_A1656	H16_RS08250
NC_008313.1	1803684	1804979	-	gene	H16_A1657	H16_RS08255
NC_008313.1	1805111	1805947	+	gene	H16_A1658	H16_RS08260
NC_008313.1	1806458	1807995	+	gene	H16_A1659	H16_RS08265
NC_008313.1	1806458	1807995	+	rRNA	NA	H16_RS08265
NC_008313.1	1806458	1807995	+	exon	NA	H16_RS08265
NC_008313.1	1808313	1811416	+	gene	H16_A1660	H16_RS08270
NC_008313.1	1808313	1811416	+	rRNA	NA	H16_RS08270
NC_008313.1	1808313	1811416	+	exon	NA	H16_RS08270
NC_008313.1	1811522	1811634	+	gene	H16_A1661	H16_RS08275
NC_008313.1	1811522	1811634	+	rRNA	NA	H16_RS08275
NC_008313.1	1811522	1811634	+	exon	NA	H16_RS08275
NC_008313.1	1811708	1811959	-	gene	H16_A1662	H16_RS08280
NC_008313.1	1811983	1812441	-	gene	H16_A1663	H16_RS08285
NC_008313.1	1812615	1812851	-	gene	H16_A1664	H16_RS08290
NC_008313.1	1812938	1813390	-	gene	H16_A1665	H16_RS08295
NC_008313.1	1813590	1814219	+	gene	H16_A1666	H16_RS08300
NC_008313.1	1814243	1815352	+	gene	H16_A1667	H16_RS08305
NC_008313.1	1815470	1815853	-	gene	H16_A1668	H16_RS08310
NC_008313.1	1816215	1817420	+	gene	H16_A1669	H16_RS08315
NC_008313.1	1817459	1822939	+	gene	H16_A1670	H16_RS08320
NC_008313.1	1822970	1823722	-	gene	H16_A1671	H16_RS08325
NC_008313.1	1823764	1824288	-	gene	H16_A1672	H16_RS08330
NC_008313.1	1824447	1824815	-	gene	H16_A1673	H16_RS08335
NC_008313.1	1825208	1826194	+	gene	H16_A1674	H16_RS08340
NC_008313.1	1826417	1826827	-	gene	NA	H16_RS08345
NC_008313.1	1827359	1827922	+	gene	H16_A1676	H16_RS08350
NC_008313.1	1827995	1828194	-	pseudogene	NA	H16_RS34060
NC_008313.1	1828215	1828742	+	gene	H16_A1677	H16_RS08355
NC_008313.1	1828861	1830561	+	gene	H16_A1678	H16_RS08360
NC_008313.1	1830653	1832194	-	gene	H16_A1679	H16_RS08365
NC_008313.1	1832824	1834416	+	gene	H16_A1680	H16_RS08370
NC_008313.1	1834469	1835464	+	gene	H16_A1681	H16_RS08375
NC_008313.1	1835732	1836121	-	gene	NA	H16_RS08380
NC_008313.1	1836145	1837140	+	gene	H16_A1682	H16_RS08385
NC_008313.1	1837408	1837836	-	gene	H16_A1683	H16_RS08390
NC_008313.1	1838093	1838464	-	gene	H16_A1684	H16_RS34065
NC_008313.1	1838534	1838797	+	pseudogene	NA	H16_RS34070
NC_008313.1	1838838	1839251	+	pseudogene	NA	H16_RS08395
NC_008313.1	1839255	1839541	-	pseudogene	NA	H16_RS34075
NC_008313.1	1840822	1841025	-	gene	NA	H16_RS35000
NC_008313.1	1841037	1841303	-	pseudogene	NA	H16_RS35005
NC_008313.1	1841195	1841491	-	gene	NA	H16_RS33640
NC_008313.1	1841424	1841651	-	pseudogene	NA	H16_RS35010
NC_008313.1	1841545	1841892	+	gene	NA	H16_RS33645
NC_008313.1	1842287	1842481	+	gene	NA	H16_RS08410
NC_008313.1	1842744	1843396	-	pseudogene	NA	H16_RS08415
NC_008313.1	1843880	1844506	+	gene	H16_A1689	H16_RS08420
NC_008313.1	1845144	1846070	-	gene	H16_A1690	H16_RS08425
NC_008313.1	1846184	1847203	+	gene	H16_A1691	H16_RS08430
NC_008313.1	1847236	1847661	+	gene	H16_A1692	H16_RS08435
NC_008313.1	1848036	1849082	-	gene	H16_A1693	H16_RS08440
NC_008313.1	1849256	1850569	+	gene	H16_A1694	H16_RS08445
NC_008313.1	1850671	1851831	-	gene	H16_A1695	H16_RS08450
NC_008313.1	1851855	1852964	-	gene	H16_A1696	H16_RS08455
NC_008313.1	1853195	1853656	-	gene	H16_A1697	H16_RS08460
NC_008313.1	1854002	1855363	-	gene	H16_A1698	H16_RS08465
NC_008313.1	1855482	1856297	-	gene	H16_A1699	H16_RS08470
NC_008313.1	1856302	1857855	-	gene	H16_A1700	H16_RS08475
NC_008313.1	1857848	1858420	-	gene	H16_A1701	H16_RS08480
NC_008313.1	1858417	1859232	-	gene	H16_A1702	H16_RS08485
NC_008313.1	1859229	1862261	-	gene	H16_A1703	H16_RS08490
NC_008313.1	1862532	1863464	+	gene	H16_A1704	H16_RS08495
NC_008313.1	1863461	1863615	-	pseudogene	NA	H16_RS35470
NC_008313.1	1864520	1866574	+	gene	H16_A1706	H16_RS33650
NC_008313.1	1866729	1867217	-	pseudogene	H16_A1707	H16_RS08510
NC_008313.1	1867214	1867461	-	pseudogene	H16_A1708	H16_RS08515
NC_008313.1	1867542	1867739	+	gene	NA	H16_RS08520
NC_008313.1	1867736	1868467	+	gene	H16_A1709	H16_RS08525
NC_008313.1	1868579	1868812	+	pseudogene	H16_A1710	H16_RS08530
NC_008313.1	1868870	1869043	-	gene	H16_A1711	H16_RS35015
NC_008313.1	1869159	1869647	+	gene	H16_A1712	H16_RS08535
NC_008313.1	1869764	1870951	+	gene	H16_A1713	H16_RS08540
NC_008313.1	1871017	1871490	+	gene	H16_A1714	H16_RS08545
NC_008313.1	1871487	1872425	+	gene	H16_A1715	H16_RS08550
NC_008313.1	1872464	1873273	+	gene	H16_A1716	H16_RS08555
NC_008313.1	1873312	1874313	-	gene	H16_A1717	H16_RS08560
NC_008313.1	1874432	1876369	-	gene	H16_A1718	H16_RS08565
NC_008313.1	1876372	1877163	-	gene	H16_A1719	H16_RS08570
NC_008313.1	1877192	1878376	-	gene	H16_A1720	H16_RS08575
NC_008313.1	1878858	1879337	+	gene	H16_A1721	H16_RS08580
NC_008313.1	1879457	1879948	+	gene	H16_A1722	H16_RS08585
NC_008313.1	1879950	1882322	+	gene	H16_A1723	H16_RS08590
NC_008313.1	1882319	1883185	+	gene	H16_A1724	H16_RS08595
NC_008313.1	1883207	1883905	-	gene	H16_A1725	H16_RS08600
NC_008313.1	1883984	1884430	-	gene	H16_A1726	H16_RS08605
NC_008313.1	1884464	1885015	-	gene	H16_A1727	H16_RS08610
NC_008313.1	1885451	1886818	+	gene	H16_A1728	H16_RS08615
NC_008313.1	1886909	1887943	+	gene	H16_A1729	H16_RS08620
NC_008313.1	1888048	1888566	-	gene	H16_A1730	H16_RS08625
NC_008313.1	1888867	1889328	+	gene	H16_A1731	H16_RS08630
NC_008313.1	1889821	1891302	-	gene	H16_A1732	H16_RS08635
NC_008313.1	1891454	1892800	-	gene	H16_A1733	H16_RS08640
NC_008313.1	1892990	1894264	-	gene	H16_A1734	H16_RS08645
NC_008313.1	1894367	1894831	-	gene	H16_A1735	H16_RS08650
NC_008313.1	1894909	1895658	-	gene	H16_A1736	H16_RS08655
NC_008313.1	1895671	1896957	-	gene	H16_A1737	H16_RS08660
NC_008313.1	1897117	1898040	+	gene	H16_A1738	H16_RS08665
NC_008313.1	1898456	1898872	+	pseudogene	NA	H16_RS34095
NC_008313.1	1898913	1899530	-	pseudogene	NA	H16_RS34100
NC_008313.1	1899464	1899676	+	pseudogene	NA	H16_RS34105
NC_008313.1	1899685	1899945	+	gene	NA	H16_RS08685
NC_008313.1	1900088	1900582	-	gene	H16_A1742	H16_RS08690
NC_008313.1	1900740	1901933	+	gene	H16_A1743	H16_RS08695
NC_008313.1	1902126	1902368	-	pseudogene	NA	H16_RS34110
NC_008313.1	1902486	1903576	-	pseudogene	NA	H16_RS08700
NC_008313.1	1903608	1904123	+	gene	NA	H16_RS08710
NC_008313.1	1904286	1905146	-	gene	H16_A1749	H16_RS08715
NC_008313.1	1905245	1905700	-	gene	H16_A1750	H16_RS08720
NC_008313.1	1905697	1906122	-	gene	H16_A1751	H16_RS08725
NC_008313.1	1906219	1906521	-	gene	H16_A1752	H16_RS08730
NC_008313.1	1906776	1909472	+	gene	H16_A1753	H16_RS08735
NC_008313.1	1909474	1910433	+	pseudogene	NA	H16_RS08740
NC_008313.1	1910479	1911431	+	pseudogene	NA	H16_RS08745
NC_008313.1	1911712	1912510	-	pseudogene	H16_A1756	H16_RS08750
NC_008313.1	1912840	1913454	+	gene	H16_A1757	H16_RS08755
NC_008313.1	1913451	1914752	+	gene	H16_A1758	H16_RS08760
NC_008313.1	1914990	1915878	+	pseudogene	NA	H16_RS08770
NC_008313.1	1915910	1917700	-	gene	H16_A1760	H16_RS08775
NC_008313.1	1918133	1918426	+	gene	H16_A1761	H16_RS08780
NC_008313.1	1918557	1919099	+	gene	H16_A1762	H16_RS08785
NC_008313.1	1919111	1919329	+	pseudogene	NA	H16_RS34115
NC_008313.1	1919308	1919962	-	pseudogene	NA	H16_RS34120
NC_008313.1	1920188	1920333	-	pseudogene	NA	H16_RS35020
NC_008313.1	1921377	1922588	-	gene	H16_A1764	H16_RS08790
NC_008313.1	1922895	1923074	+	pseudogene	NA	H16_RS34135
NC_008313.1	1923081	1923315	-	pseudogene	NA	H16_RS34140
NC_008313.1	1923565	1924776	+	gene	H16_A1765	H16_RS08795
NC_008313.1	1924854	1925603	-	gene	H16_A1766	H16_RS08800
NC_008313.1	1925519	1926355	+	gene	H16_A1767	H16_RS08805
NC_008313.1	1926657	1927898	+	gene	H16_A1768	H16_RS08810
NC_008313.1	1928001	1931192	+	gene	H16_A1769	H16_RS08815
NC_008313.1	1931192	1932682	+	gene	H16_A1770	H16_RS08820
NC_008313.1	1932881	1933438	+	gene	H16_A1771	H16_RS08825
NC_008313.1	1933621	1935012	+	pseudogene	H16_A1772	H16_RS08830
NC_008313.1	1935053	1935286	+	gene	NA	H16_RS34145
NC_008313.1	1935243	1935704	-	gene	H16_A1774	H16_RS08835
NC_008313.1	1935848	1936807	-	gene	H16_A1775	H16_RS08840
NC_008313.1	1936894	1937199	+	gene	H16_A1776	H16_RS08845
NC_008313.1	1937442	1937933	+	gene	H16_A1777	H16_RS08850
NC_008313.1	1938251	1939297	+	gene	H16_A1778	H16_RS08855
NC_008313.1	1939358	1941097	+	gene	H16_A1779	H16_RS08860
NC_008313.1	1941648	1943594	-	gene	H16_A1780	H16_RS08865
NC_008313.1	1943679	1944785	-	gene	H16_A1781	H16_RS08870
NC_008313.1	1945017	1945908	+	pseudogene	NA	H16_RS08875
NC_008313.1	1945970	1946629	-	gene	H16_A1784	H16_RS08880
NC_008313.1	1946894	1948099	+	gene	H16_A1785	H16_RS08885
NC_008313.1	1948160	1949242	-	gene	H16_A1786	H16_RS08890
NC_008313.1	1949295	1950299	-	gene	H16_A1787	H16_RS08895
NC_008313.1	1950496	1951449	+	gene	H16_A1788	H16_RS08900
NC_008313.1	1951527	1952639	-	gene	H16_A1789	H16_RS08905
NC_008313.1	1952955	1953125	-	pseudogene	NA	H16_RS35025
NC_008313.1	1953363	1953791	-	pseudogene	NA	H16_RS08915
NC_008313.1	1954104	1954520	+	gene	H16_A1791	H16_RS08920
NC_008313.1	1954717	1955497	-	pseudogene	NA	H16_RS34150
NC_008313.1	1955631	1956576	-	pseudogene	NA	H16_RS08930
NC_008313.1	1956661	1957014	+	pseudogene	NA	H16_RS08935
NC_008313.1	1957007	1957739	+	pseudogene	NA	H16_RS08940
NC_008313.1	1957749	1959077	-	gene	H16_A1793	H16_RS08945
NC_008313.1	1959131	1959532	-	gene	H16_A1794	H16_RS08950
NC_008313.1	1959821	1960922	+	pseudogene	NA	H16_RS08955
NC_008313.1	1960884	1961357	-	gene	NA	H16_RS33655
NC_008313.1	1961354	1961749	-	gene	NA	H16_RS08965
NC_008313.1	1962655	1962882	-	gene	H16_A1798	H16_RS08970
NC_008313.1	1962954	1963130	-	gene	NA	H16_RS35035
NC_008313.1	1963321	1963956	+	gene	H16_A1799	H16_RS08975
NC_008313.1	1964144	1964689	+	gene	H16_A1800	H16_RS08980
NC_008313.1	1964839	1965534	+	gene	H16_A1801	H16_RS08985
NC_008313.1	1965712	1966161	+	gene	H16_A1802	H16_RS08990
NC_008313.1	1966368	1967324	+	gene	H16_A1803	H16_RS08995
NC_008313.1	1967743	1968249	+	gene	H16_A1804	H16_RS09000
NC_008313.1	1968303	1968788	+	gene	H16_A1805	H16_RS09005
NC_008313.1	1968953	1969678	+	pseudogene	H16_A1806	H16_RS09010
NC_008313.1	1969696	1970739	+	gene	H16_A1807	H16_RS09015
NC_008313.1	1970714	1971292	+	gene	NA	H16_RS09020
NC_008313.1	1971325	1972021	+	gene	NA	H16_RS34155
NC_008313.1	1972200	1973630	-	gene	H16_A1809	H16_RS09035
NC_008313.1	1973653	1973940	-	gene	H16_A1810	H16_RS09040
NC_008313.1	1973995	1975002	-	gene	H16_A1811	H16_RS09045
NC_008313.1	1975059	1975565	-	gene	H16_A1812	H16_RS09050
NC_008313.1	1975628	1976689	-	gene	H16_A1813	H16_RS09055
NC_008313.1	1976699	1977481	-	gene	H16_A1814	H16_RS09060
NC_008313.1	1977474	1978901	-	gene	H16_A1815	H16_RS09065
NC_008313.1	1978943	1979350	-	gene	H16_A1816	H16_RS09070
NC_008313.1	1979547	1979873	-	gene	H16_A1817	H16_RS09075
NC_008313.1	1979972	1980109	-	gene	NA	H16_RS35040
NC_008313.1	1980146	1980844	+	gene	H16_A1818	H16_RS09080
NC_008313.1	1980878	1981930	+	gene	H16_A1819	H16_RS09085
NC_008313.1	1981905	1982711	-	gene	H16_A1820	H16_RS09090
NC_008313.1	1982695	1983555	-	gene	H16_A1821	H16_RS09095
NC_008313.1	1983857	1985119	+	gene	H16_A1822	H16_RS09100
NC_008313.1	1985639	1985905	+	gene	H16_A1823	H16_RS09105
NC_008313.1	1986131	1986358	+	gene	H16_A1824	H16_RS09110
NC_008313.1	1987178	1987681	-	gene	H16_A1825	H16_RS09115
NC_008313.1	1988233	1988331	+	pseudogene	NA	H16_RS35045
NC_008313.1	1988593	1988724	+	pseudogene	H16_A1827	H16_RS35050
NC_008313.1	1988711	1988929	+	pseudogene	NA	H16_RS34160
NC_008313.1	1989153	1990613	-	gene	H16_A1828	H16_RS09125
NC_008313.1	1991070	1991225	+	gene	NA	H16_RS35055
NC_008313.1	1991426	1992283	+	gene	H16_A1829	H16_RS09130
NC_008313.1	1992470	1993532	+	pseudogene	NA	H16_RS09135
NC_008313.1	1993516	1993590	+	pseudogene	NA	H16_RS34165
NC_008313.1	1994082	1994192	-	pseudogene	NA	H16_RS35060
NC_008313.1	1994208	1994733	+	pseudogene	H16_A1832	H16_RS34170
NC_008313.1	1994765	1994989	+	pseudogene	H16_A1833	H16_RS09145
NC_008313.1	1995031	1995506	+	pseudogene	H16_A1834	H16_RS09150
NC_008313.1	1995562	1995786	+	gene	H16_A1835	H16_RS35475
NC_008313.1	1996137	1996685	+	gene	H16_A1837	H16_RS09155
NC_008313.1	1996704	1997381	+	gene	H16_A1838	H16_RS09160
NC_008313.1	1997500	1997967	+	gene	H16_A1839	H16_RS09165
NC_008313.1	1998120	1998266	+	gene	NA	H16_RS34180
NC_008313.1	1998368	1998904	-	gene	H16_A1840	H16_RS09170
NC_008313.1	1999718	2000194	-	gene	H16_A1843	H16_RS09175
NC_008313.1	2000636	2000851	+	pseudogene	H16_A1844	H16_RS09180
NC_008313.1	2000844	2001163	+	pseudogene	NA	H16_RS09185
NC_008313.1	2001187	2002413	-	gene	H16_A1846	H16_RS09190
NC_008313.1	2002467	2002997	+	pseudogene	NA	H16_RS09195
NC_008313.1	2003424	2003720	+	gene	NA	H16_RS09200
NC_008313.1	2003848	2004078	-	pseudogene	NA	H16_RS09205
NC_008313.1	2004182	2005567	-	gene	H16_A1847	H16_RS09210
NC_008313.1	2005650	2006201	-	gene	H16_A1848	H16_RS09215
NC_008313.1	2006216	2006373	-	pseudogene	NA	H16_RS34190
NC_008313.1	2006385	2007302	-	gene	H16_A1850	H16_RS09220
NC_008313.1	2007292	2008416	-	gene	H16_A1851	H16_RS09225
NC_008313.1	2008448	2009251	-	gene	H16_A1852	H16_RS09230
NC_008313.1	2009272	2010315	-	gene	H16_A1853	H16_RS09235
NC_008313.1	2010950	2012389	+	gene	H16_A1854	H16_RS09240
NC_008313.1	2012462	2013241	+	gene	H16_A1855	H16_RS09245
NC_008313.1	2013222	2014424	+	gene	H16_A1856	H16_RS09250
NC_008313.1	2014468	2016678	+	gene	H16_A1857	H16_RS09255
NC_008313.1	2016719	2017729	+	gene	H16_A1858	H16_RS09260
NC_008313.1	2017754	2018797	+	gene	H16_A1859	H16_RS09265
NC_008313.1	2018810	2019922	+	gene	H16_A1860	H16_RS09270
NC_008313.1	2019904	2021178	+	gene	H16_A1861	H16_RS09275
NC_008313.1	2021192	2022475	+	gene	H16_A1862	H16_RS09280
NC_008313.1	2022499	2023785	+	gene	H16_A1863	H16_RS09285
NC_008313.1	2023782	2024669	+	gene	H16_A1864	H16_RS09290
NC_008313.1	2024724	2025980	-	gene	H16_A1865	H16_RS09295
NC_008313.1	2026429	2027520	+	gene	H16_A1866	H16_RS09300
NC_008313.1	2027734	2028009	-	pseudogene	NA	H16_RS34195
NC_008313.1	2028167	2028307	-	pseudogene	NA	H16_RS35065
NC_008313.1	2028735	2029688	+	gene	H16_A1869	H16_RS09315
NC_008313.1	2029685	2030575	+	gene	H16_A1870	H16_RS09320
NC_008313.1	2030572	2031795	+	gene	H16_A1871	H16_RS09325
NC_008313.1	2031792	2032901	+	gene	H16_A1872	H16_RS09330
NC_008313.1	2032906	2033913	+	gene	H16_A1873	H16_RS09335
NC_008313.1	2033920	2035563	-	gene	H16_A1874	H16_RS09340
NC_008313.1	2035634	2035870	+	gene	NA	H16_RS35070
NC_008313.1	2035955	2036782	-	gene	H16_A1875	H16_RS09345
NC_008313.1	2036872	2037216	-	gene	H16_A1876	H16_RS09350
NC_008313.1	2037227	2037499	-	gene	H16_A1877	H16_RS09355
NC_008313.1	2037484	2037987	-	gene	H16_A1878	H16_RS35075
NC_008313.1	2037991	2039532	-	gene	H16_A1879	H16_RS09365
NC_008313.1	2039529	2039897	-	gene	H16_A1880	H16_RS09370
NC_008313.1	2039897	2042701	-	gene	H16_A1881	H16_RS09375
NC_008313.1	2042795	2043181	+	gene	NA	H16_RS34200
NC_008313.1	2043340	2044767	+	gene	H16_A1882	H16_RS09385
NC_008313.1	2044836	2045789	+	gene	H16_A1883	H16_RS09390
NC_008313.1	2045805	2047962	-	pseudogene	H16_A1884	H16_RS09395
NC_008313.1	2048261	2049058	+	gene	H16_A1885	H16_RS09400
NC_008313.1	2049091	2049906	-	gene	H16_A1886	H16_RS09405
NC_008313.1	2050123	2051301	+	gene	H16_A1887	H16_RS09410
NC_008313.1	2051341	2052105	+	gene	H16_A1888	H16_RS09415
NC_008313.1	2052149	2052913	+	gene	H16_A1889	H16_RS09420
NC_008313.1	2053032	2054024	+	gene	H16_A1890	H16_RS09425
NC_008313.1	2054206	2055450	+	gene	H16_A1891	H16_RS09430
NC_008313.1	2055713	2056918	+	gene	H16_A1892	H16_RS09435
NC_008313.1	2056933	2058264	-	gene	H16_A1893	H16_RS09440
NC_008313.1	2058417	2058653	+	gene	H16_A1894	H16_RS35080
NC_008313.1	2058827	2059699	+	gene	H16_A1895	H16_RS09450
NC_008313.1	2059899	2060651	+	gene	H16_A1896	H16_RS09455
NC_008313.1	2061007	2062314	+	gene	H16_A1897	H16_RS09460
NC_008313.1	2062311	2062910	+	gene	H16_A1898	H16_RS09465
NC_008313.1	2063065	2063190	+	gene	NA	H16_RS34210
NC_008313.1	2063215	2063532	-	gene	H16_A1899	H16_RS09470
NC_008313.1	2063650	2064558	+	gene	H16_A1900	H16_RS09475
NC_008313.1	2064575	2065792	-	gene	H16_A1901	H16_RS09480
NC_008313.1	2066016	2066309	+	gene	H16_A1902	H16_RS09485
NC_008313.1	2066425	2067426	+	gene	H16_A1903	H16_RS09490
NC_008313.1	2067440	2069416	-	gene	H16_A1904	H16_RS09495
NC_008313.1	2069698	2070606	+	gene	H16_A1905	H16_RS09500
NC_008313.1	2070694	2071851	+	gene	H16_A1906	H16_RS09505
NC_008313.1	2071974	2074586	+	gene	H16_A1907	H16_RS09510
NC_008313.1	2074648	2075838	+	gene	H16_A1908	H16_RS09515
NC_008313.1	2075865	2077319	+	gene	H16_A1909	H16_RS09520
NC_008313.1	2077547	2078671	+	gene	H16_A1910	H16_RS09525
NC_008313.1	2078700	2079665	-	gene	H16_A1911	H16_RS09530
NC_008313.1	2079789	2080334	+	gene	H16_A1912	H16_RS09535
NC_008313.1	2080514	2080852	-	pseudogene	NA	H16_RS35085
NC_008313.1	2080998	2081468	-	gene	H16_A1914	H16_RS09545
NC_008313.1	2081636	2081887	+	gene	H16_A1915	H16_RS09550
NC_008313.1	2081899	2082618	-	gene	H16_A1916	H16_RS09555
NC_008313.1	2082615	2083322	-	gene	H16_A1917	H16_RS09560
NC_008313.1	2083444	2085906	-	gene	H16_A1918	H16_RS09565
NC_008313.1	2086026	2087459	-	gene	H16_A1919	H16_RS09570
NC_008313.1	2087666	2088274	+	gene	H16_A1920	H16_RS09575
NC_008313.1	2088342	2089964	-	gene	H16_A1921	H16_RS09580
NC_008313.1	2090238	2091197	-	gene	H16_A1922	H16_RS09585
NC_008313.1	2091194	2091796	-	gene	H16_A1923	H16_RS09590
NC_008313.1	2091806	2092282	-	gene	H16_A1924	H16_RS09595
NC_008313.1	2092406	2093041	-	gene	H16_A1925	H16_RS09600
NC_008313.1	2093545	2094051	-	gene	H16_A1926	H16_RS09605
NC_008313.1	2094153	2094908	-	pseudogene	H16_A1927	H16_RS09610
NC_008313.1	2094882	2095349	+	gene	H16_A1928	H16_RS09615
NC_008313.1	2095504	2095905	+	gene	H16_A1929	H16_RS09620
NC_008313.1	2095924	2096544	-	gene	H16_A1930	H16_RS09625
NC_008313.1	2096626	2098239	-	gene	H16_A1931	H16_RS09630
NC_008313.1	2098421	2100191	-	pseudogene	H16_A1933	H16_RS09635
NC_008313.1	2100367	2100519	-	pseudogene	NA	H16_RS35090
NC_008313.1	2100527	2101561	-	gene	H16_A1934	H16_RS09640
NC_008313.1	2101574	2102782	-	gene	H16_A1935	H16_RS09645
NC_008313.1	2102802	2103566	-	gene	H16_A1936	H16_RS09650
NC_008313.1	2103728	2105224	+	gene	H16_A1937	H16_RS09655
NC_008313.1	2105261	2106280	+	gene	H16_A1938	H16_RS09660
NC_008313.1	2106343	2108211	+	gene	H16_A1939	H16_RS09665
NC_008313.1	2108291	2108827	-	gene	H16_A1940	H16_RS33670
NC_008313.1	2109282	2110424	+	gene	H16_A1941	H16_RS09675
NC_008313.1	2110461	2111549	+	gene	H16_A1942	H16_RS09680
NC_008313.1	2111574	2112872	+	gene	H16_A1943	H16_RS09685
NC_008313.1	2112924	2115002	+	gene	H16_A1944	H16_RS33675
NC_008313.1	2115024	2116109	+	gene	H16_A1945	H16_RS09695
NC_008313.1	2116169	2117035	+	gene	H16_A1946	H16_RS09700
NC_008313.1	2117032	2117706	+	gene	H16_A1947	H16_RS09705
NC_008313.1	2117719	2118774	+	gene	H16_A1948	H16_RS09710
NC_008313.1	2118967	2121045	-	gene	H16_A1949	H16_RS09715
NC_008313.1	2121042	2121878	-	gene	H16_A1950	H16_RS09720
NC_008313.1	2121880	2123166	-	gene	H16_A1951	H16_RS09725
NC_008313.1	2123202	2123489	-	gene	H16_A1952	H16_RS09730
NC_008313.1	2123498	2124493	-	gene	H16_A1953	H16_RS09735
NC_008313.1	2124490	2125044	-	gene	H16_A1954	H16_RS09740
NC_008313.1	2125041	2126186	-	gene	H16_A1955	H16_RS09745
NC_008313.1	2126137	2127153	-	gene	H16_A1956	H16_RS09750
NC_008313.1	2127174	2127656	-	gene	H16_A1957	H16_RS09755
NC_008313.1	2128071	2129462	+	gene	H16_A1958	H16_RS09760
NC_008313.1	2129534	2130232	-	gene	H16_A1959	H16_RS09765
NC_008313.1	2130339	2131124	-	gene	H16_A1960	H16_RS09770
NC_008313.1	2131142	2132161	-	gene	H16_A1961	H16_RS09775
NC_008313.1	2132183	2132698	-	gene	H16_A1962	H16_RS09780
NC_008313.1	2132695	2134128	-	gene	H16_A1963	H16_RS09785
NC_008313.1	2134233	2135156	-	gene	H16_A1964	H16_RS09790
NC_008313.1	2135303	2136220	+	gene	H16_A1965	H16_RS09795
NC_008313.1	2136334	2137479	+	gene	H16_A1966	H16_RS09800
NC_008313.1	2137525	2137803	+	gene	H16_A1967	H16_RS09805
NC_008313.1	2137817	2138599	+	gene	H16_A1968	H16_RS09810
NC_008313.1	2138626	2139480	+	gene	H16_A1969	H16_RS09815
NC_008313.1	2139614	2140309	-	gene	H16_A1970	H16_RS09820
NC_008313.1	2140601	2142325	+	gene	H16_A1971	H16_RS09825
NC_008313.1	2142397	2143578	+	gene	H16_A1972	H16_RS09830
NC_008313.1	2143643	2145250	+	gene	H16_A1973	H16_RS09835
NC_008313.1	2145269	2147284	+	gene	H16_A1974	H16_RS09840
NC_008313.1	2147308	2147427	+	pseudogene	NA	H16_RS35095
NC_008313.1	2147583	2148098	-	pseudogene	NA	H16_RS34215
NC_008313.1	2148251	2149435	+	gene	H16_A1975	H16_RS09850
NC_008313.1	2149676	2152159	+	gene	H16_A1976	H16_RS09855
NC_008313.1	2152533	2152793	+	gene	H16_A1977	H16_RS09860
NC_008313.1	2152793	2153458	+	gene	H16_A1978	H16_RS09865
NC_008313.1	2153495	2153761	+	gene	NA	H16_RS09870
NC_008313.1	2153778	2154242	+	gene	NA	H16_RS34225
NC_008313.1	2154223	2155026	+	gene	H16_A1979	H16_RS09880
NC_008313.1	2155190	2155453	+	pseudogene	NA	H16_RS34230
NC_008313.1	2155423	2156283	-	gene	H16_A1980	H16_RS09885
NC_008313.1	2156368	2156706	+	gene	H16_A1981	H16_RS09890
NC_008313.1	2156700	2157134	+	gene	H16_A1982	H16_RS09895
NC_008313.1	2157136	2157567	+	gene	H16_A1983	H16_RS09900
NC_008313.1	2157940	2158500	+	gene	H16_A1984	H16_RS09905
NC_008313.1	2158811	2160535	-	gene	H16_A1985	H16_RS09910
NC_008313.1	2160960	2163260	+	gene	H16_A1986	H16_RS09915
NC_008313.1	2163306	2163806	-	gene	H16_A1987	H16_RS09920
NC_008313.1	2164228	2164710	+	gene	H16_A1988	H16_RS09925
NC_008313.1	2164838	2166337	+	gene	H16_A1989	H16_RS09930
