scaffold	begin	end	strand	desc	old_locus_tag	new_locus_tag
NC_015684.1	904883	905860	-	gene	OCA5_c08520	OCA5_RS04305
NC_015684.1	905857	907008	-	gene	OCA5_c08530	OCA5_RS04310
NC_015684.1	907162	909339	-	gene	OCA5_c08540	OCA5_RS04315
NC_015684.1	909512	910252	-	gene	OCA5_c08550	OCA5_RS04320
NC_015684.1	910424	911128	+	gene	OCA5_c08560	OCA5_RS04325
NC_015684.1	911180	912115	+	gene	OCA5_c08570	OCA5_RS04330
NC_015684.1	912143	912673	-	gene	OCA5_c08580	OCA5_RS04335
NC_015684.1	912967	914364	+	gene	OCA5_c08590	OCA5_RS04340
NC_015684.1	914405	915169	+	gene	OCA5_c08600	OCA5_RS04345
NC_015684.1	915211	915459	+	gene	OCA5_c08610	OCA5_RS04350
NC_015684.1	915456	916169	+	gene	OCA5_c08620	OCA5_RS04355
NC_015684.1	916162	917466	+	gene	OCA5_c08630	OCA5_RS04360
NC_015684.1	917459	918472	+	gene	OCA5_c08640	OCA5_RS04365
NC_015684.1	918528	918755	-	gene	OCA5_c08650	OCA5_RS04370
NC_015684.1	918872	921094	-	gene	OCA5_c08660	OCA5_RS04375
NC_015684.1	921301	922761	-	gene	OCA5_c08670	OCA5_RS04380
NC_015684.1	922861	924126	+	gene	OCA5_c08680	OCA5_RS04385
NC_015684.1	924127	924573	+	gene	OCA5_c08690	OCA5_RS04390
NC_015684.1	924767	925213	-	gene	OCA5_c08700	OCA5_RS04395
NC_015684.1	925356	927437	+	gene	OCA5_c08710	OCA5_RS04400
NC_015684.1	927647	928201	+	gene	OCA5_c08720	OCA5_RS04405
NC_015684.1	928379	930217	-	gene	OCA5_c08730	OCA5_RS04410
NC_015684.1	930371	930787	-	gene	OCA5_c08740	OCA5_RS04415
NC_015684.1	930965	932314	-	gene	OCA5_c08750	OCA5_RS04420
NC_015684.1	932311	933723	-	gene	OCA5_c08760	OCA5_RS04425
NC_015684.1	933852	934574	-	gene	OCA5_c08770	OCA5_RS04430
NC_015684.1	934659	935159	-	gene	OCA5_c08780	OCA5_RS04435
NC_015684.1	935229	937409	+	gene	OCA5_c08790	OCA5_RS04440
NC_015684.1	937502	940471	-	gene	OCA5_c08800	OCA5_RS04445
NC_015684.1	940736	941719	-	gene	OCA5_c08810	OCA5_RS04450
NC_015684.1	941919	942311	+	gene	OCA5_c08820	OCA5_RS04455
NC_015684.1	942790	943107	+	gene	OCA5_c08830	OCA5_RS04460
NC_015684.1	943104	943538	+	gene	OCA5_c08840	OCA5_RS04465
NC_015684.1	943634	944494	-	gene	OCA5_c08850	OCA5_RS04470
NC_015684.1	944763	946211	-	gene	OCA5_c08860	OCA5_RS04475
NC_015684.1	946349	947689	-	gene	OCA5_c08870	OCA5_RS04480
NC_015684.1	947888	948325	+	gene	OCA5_c08880	OCA5_RS04485
NC_015684.1	948325	950154	+	gene	OCA5_c08890	OCA5_RS04490
NC_015684.1	950247	950621	-	gene	OCA5_c08900	OCA5_RS04495
NC_015684.1	950876	952498	+	gene	OCA5_c08910	OCA5_RS04500
NC_015684.1	952529	952726	+	gene	OCA5_c08920	OCA5_RS04505
NC_015684.1	952773	953075	-	gene	OCA5_c08930	OCA5_RS04510
NC_015684.1	953224	953724	+	gene	OCA5_c08940	OCA5_RS04515
NC_015684.1	953829	954530	+	gene	OCA5_c08950	OCA5_RS04520
NC_015684.1	954606	955469	+	gene	OCA5_c08960	OCA5_RS04525
NC_015684.1	955607	955822	+	gene	OCA5_c08970	OCA5_RS04530
NC_015684.1	955908	956534	-	gene	OCA5_c08980	OCA5_RS04535
NC_015684.1	956814	958838	+	gene	OCA5_c08990	OCA5_RS04540
NC_015684.1	958921	959532	+	gene	OCA5_c09000	OCA5_RS04545
NC_015684.1	959532	959783	+	gene	OCA5_c09010	OCA5_RS04550
NC_015684.1	959845	960318	+	gene	OCA5_c09020	OCA5_RS04555
NC_015684.1	960378	961292	+	gene	OCA5_c09030	OCA5_RS04560
NC_015684.1	961313	961777	+	gene	OCA5_c09040	OCA5_RS04565
NC_015684.1	961985	963412	+	gene	OCA5_c09050	OCA5_RS04570
NC_015684.1	963479	964591	-	gene	OCA5_c09060	OCA5_RS04575
NC_015684.1	964840	965376	+	gene	OCA5_c09070	OCA5_RS04580
NC_015684.1	965373	966098	+	gene	OCA5_c09080	OCA5_RS04585
NC_015684.1	966145	967533	+	gene	OCA5_c09090	OCA5_RS04590
NC_015684.1	967567	968400	-	gene	OCA5_c09100	OCA5_RS04595
NC_015684.1	968521	969021	-	gene	OCA5_c09110	OCA5_RS04600
NC_015684.1	969443	970438	-	gene	OCA5_c09120	OCA5_RS04605
NC_015684.1	970555	971187	-	gene	OCA5_c09130	OCA5_RS04610
NC_015684.1	971277	972041	-	gene	OCA5_c09140	OCA5_RS04615
NC_015684.1	972038	973147	-	gene	OCA5_c09150	OCA5_RS04620
NC_015684.1	973144	974004	-	gene	OCA5_c09160	OCA5_RS04625
NC_015684.1	974223	974477	+	gene	OCA5_c09170	OCA5_RS04630
NC_015684.1	974636	975718	-	gene	OCA5_c09180	OCA5_RS04635
NC_015684.1	976030	976752	+	gene	OCA5_c09190	OCA5_RS04640
NC_015684.1	976768	977373	+	gene	OCA5_c09200	OCA5_RS04645
NC_015684.1	977516	978613	+	gene	OCA5_c09210	OCA5_RS04650
NC_015684.1	978634	978942	-	gene	OCA5_c09220	OCA5_RS04655
NC_015684.1	979146	979547	-	gene	OCA5_c09230	OCA5_RS04660
NC_015684.1	979700	980596	-	gene	OCA5_c09240	OCA5_RS04665
NC_015684.1	980843	982465	+	gene	OCA5_c09250	OCA5_RS04670
NC_015684.1	982625	985570	-	gene	OCA5_c09260	OCA5_RS04675
NC_015684.1	985611	986660	-	gene	OCA5_c09270	OCA5_RS04680
NC_015684.1	986856	987554	+	gene	OCA5_c09280	OCA5_RS04685
NC_015684.1	987558	988253	+	gene	OCA5_c09290	OCA5_RS04690
NC_015684.1	988270	988473	-	gene	OCA5_c09300	OCA5_RS18665
NC_015684.1	988539	989324	-	gene	OCA5_c09310	OCA5_RS04695
NC_015684.1	989603	989953	+	gene	OCA5_c09320	OCA5_RS04700
NC_015684.1	990148	990339	-	gene	OCA5_c09330	OCA5_RS04705
NC_015684.1	990480	991136	-	gene	OCA5_c09340	OCA5_RS04710
NC_015684.1	991342	992583	-	gene	OCA5_c09350	OCA5_RS04715
NC_015684.1	992812	994014	+	gene	OCA5_c09360	OCA5_RS04720
NC_015684.1	994313	994834	+	gene	OCA5_c09370	OCA5_RS04725
NC_015684.1	994994	995473	+	gene	OCA5_c09380	OCA5_RS04730
NC_015684.1	995470	997227	+	gene	OCA5_c09390	OCA5_RS04735
NC_015684.1	997264	998097	+	gene	OCA5_c09400	OCA5_RS04740
NC_015684.1	998160	998777	+	gene	OCA5_c09410	OCA5_RS04745
NC_015684.1	998841	999992	-	gene	OCA5_c09420	OCA5_RS04750
NC_015684.1	1000085	1000270	+	gene	NA	OCA5_RS04755
NC_015684.1	1000481	1001827	+	gene	OCA5_c09430	OCA5_RS04760
NC_015684.1	1001986	1003236	+	gene	OCA5_c09440	OCA5_RS04765
NC_015684.1	1003459	1004277	+	gene	OCA5_c09450	OCA5_RS04770
NC_015684.1	1004423	1005256	+	gene	OCA5_c09460	OCA5_RS04775
NC_015684.1	1005271	1006101	-	gene	OCA5_c09470	OCA5_RS04780
NC_015684.1	1006290	1007462	+	gene	OCA5_c09480	OCA5_RS04785
NC_015684.1	1007589	1009178	+	gene	OCA5_c09490	OCA5_RS04790
NC_015684.1	1009260	1010180	-	gene	OCA5_c09500	OCA5_RS04795
NC_015684.1	1010417	1011709	+	gene	OCA5_c09510	OCA5_RS04800
NC_015684.1	1011796	1013343	+	gene	OCA5_c09520	OCA5_RS04805
NC_015684.1	1013346	1013948	+	gene	OCA5_c09530	OCA5_RS04810
NC_015684.1	1014025	1014243	-	gene	OCA5_c09540	OCA5_RS04815
NC_015684.1	1014346	1014585	-	gene	NA	OCA5_RS19090
NC_015684.1	1014584	1015042	+	gene	OCA5_c09550	OCA5_RS04820
NC_015684.1	1015101	1016000	-	gene	OCA5_c09560	OCA5_RS04825
NC_015684.1	1016224	1017279	-	gene	OCA5_c09570	OCA5_RS04830
NC_015684.1	1017278	1017607	+	gene	OCA5_c09580	OCA5_RS04835
NC_015684.1	1017672	1017746	+	gene	OCA5_c09590	OCA5_RS04840
NC_015684.1	1017672	1017746	+	tRNA	NA	OCA5_RS04840
NC_015684.1	1017672	1017746	+	exon	NA	OCA5_RS04840
NC_015684.1	1017790	1017942	-	gene	NA	OCA5_RS04845
NC_015684.1	1017942	1020203	-	gene	OCA5_c09600	OCA5_RS04850
NC_015684.1	1020284	1021093	-	gene	OCA5_c09610	OCA5_RS04855
NC_015684.1	1021106	1021318	-	gene	OCA5_c09620	OCA5_RS04860
NC_015684.1	1021315	1022196	-	gene	OCA5_c09630	OCA5_RS04865
NC_015684.1	1022203	1022394	-	gene	OCA5_c09640	OCA5_RS04870
NC_015684.1	1022397	1023128	-	gene	OCA5_c09650	OCA5_RS04875
NC_015684.1	1023134	1024786	-	gene	OCA5_c09660	OCA5_RS04880
NC_015684.1	1025034	1025189	-	gene	NA	OCA5_RS19095
NC_015684.1	1025392	1026600	+	gene	OCA5_c09670	OCA5_RS04885
NC_015684.1	1026573	1027271	-	gene	OCA5_c09680	OCA5_RS04890
NC_015684.1	1027392	1027787	-	gene	OCA5_c09690	OCA5_RS04895
NC_015684.1	1027867	1028484	-	gene	OCA5_c09700	OCA5_RS04900
NC_015684.1	1028474	1029997	-	gene	OCA5_c09710	OCA5_RS04905
NC_015684.1	1030073	1030414	-	gene	OCA5_c09720	OCA5_RS04910
NC_015684.1	1030767	1031921	-	gene	OCA5_c09730	OCA5_RS18675
NC_015684.1	1032092	1033069	+	gene	OCA5_c09740	OCA5_RS04920
NC_015684.1	1033222	1034265	-	gene	OCA5_c09750	OCA5_RS04925
NC_015684.1	1034506	1035987	+	gene	OCA5_c09760	OCA5_RS04930
NC_015684.1	1035984	1036790	-	gene	OCA5_c09770	OCA5_RS04935
NC_015684.1	1036793	1037365	-	gene	OCA5_c09780	OCA5_RS04940
NC_015684.1	1037531	1037605	-	gene	OCA5_c09790	OCA5_RS04945
NC_015684.1	1037531	1037605	-	tRNA	NA	OCA5_RS04945
NC_015684.1	1037531	1037605	-	exon	NA	OCA5_RS04945
NC_015684.1	1037683	1038933	-	gene	OCA5_c09800	OCA5_RS04950
NC_015684.1	1039061	1039633	-	gene	OCA5_c09810	OCA5_RS04955
NC_015684.1	1039756	1040271	+	gene	NA	OCA5_RS04960
NC_015684.1	1040277	1041146	-	gene	OCA5_c09820	OCA5_RS04965
NC_015684.1	1041295	1041933	+	gene	OCA5_c09830	OCA5_RS04970
NC_015684.1	1042110	1044848	+	gene	OCA5_c09840	OCA5_RS04975
NC_015684.1	1044859	1045326	+	gene	OCA5_c09850	OCA5_RS04980
NC_015684.1	1045365	1045730	+	gene	OCA5_c09860	OCA5_RS04985
NC_015684.1	1045802	1046968	+	gene	OCA5_c09870	OCA5_RS04990
NC_015684.1	1046965	1047831	+	gene	OCA5_c09880	OCA5_RS04995
NC_015684.1	1048073	1048774	-	gene	OCA5_c09890	OCA5_RS05000
NC_015684.1	1049180	1050505	+	gene	OCA5_c09900	OCA5_RS05005
NC_015684.1	1050612	1051031	+	gene	OCA5_c09910	OCA5_RS05010
NC_015684.1	1051231	1051776	+	gene	OCA5_c09920	OCA5_RS05015
NC_015684.1	1051776	1052828	+	gene	OCA5_c09930	OCA5_RS05020
NC_015684.1	1053196	1053408	-	gene	OCA5_c09940	OCA5_RS05025
NC_015684.1	1053731	1055860	-	gene	OCA5_c09950	OCA5_RS05030
NC_015684.1	1056102	1056177	-	gene	OCA5_c09960	OCA5_RS05035
NC_015684.1	1056102	1056177	-	tRNA	NA	OCA5_RS05035
NC_015684.1	1056102	1056177	-	exon	NA	OCA5_RS05035
NC_015684.1	1056305	1057408	-	gene	OCA5_c09970	OCA5_RS05040
NC_015684.1	1057908	1058093	+	gene	OCA5_c09980	OCA5_RS05045
NC_015684.1	1058309	1058575	-	gene	OCA5_c09990	OCA5_RS05050
NC_015684.1	1058926	1059210	+	gene	OCA5_c10000	OCA5_RS05055
NC_015684.1	1059516	1060244	-	gene	OCA5_c10010	OCA5_RS05060
NC_015684.1	1060531	1061325	+	gene	OCA5_c10020	OCA5_RS05065
NC_015684.1	1061381	1062151	+	gene	OCA5_c10030	OCA5_RS05070
NC_015684.1	1062148	1062987	+	gene	OCA5_c10040	OCA5_RS05075
NC_015684.1	1063033	1064019	+	gene	OCA5_c10050	OCA5_RS05080
NC_015684.1	1064027	1064935	+	gene	OCA5_c10060	OCA5_RS05085
NC_015684.1	1064950	1067361	+	gene	OCA5_c10070	OCA5_RS05090
NC_015684.1	1067488	1070139	+	gene	OCA5_c10080	OCA5_RS05095
NC_015684.1	1070132	1071754	+	gene	OCA5_c10090	OCA5_RS05100
NC_015684.1	1071718	1072443	-	gene	OCA5_c10100	OCA5_RS05105
NC_015684.1	1072690	1073916	+	gene	OCA5_c10110	OCA5_RS05110
NC_015684.1	1073995	1074507	+	gene	OCA5_c10120	OCA5_RS05115
NC_015684.1	1074576	1074875	+	gene	OCA5_c10130	OCA5_RS05120
NC_015684.1	1075282	1076295	+	gene	OCA5_c10140	OCA5_RS05125
NC_015684.1	1076728	1078665	+	gene	OCA5_c10150	OCA5_RS05130
NC_015684.1	1078744	1078896	+	gene	NA	OCA5_RS19100
NC_015684.1	1078958	1080151	+	gene	OCA5_c10160	OCA5_RS05135
NC_015684.1	1080390	1081634	+	gene	OCA5_c10170	OCA5_RS05140
NC_015684.1	1081647	1082663	+	gene	OCA5_c10180	OCA5_RS05145
NC_015684.1	1082674	1083945	-	gene	OCA5_c10190	OCA5_RS05150
NC_015684.1	1084152	1085093	+	gene	OCA5_c10200	OCA5_RS05155
NC_015684.1	1085357	1085818	+	gene	OCA5_c10210	OCA5_RS05160
NC_015684.1	1085838	1087355	+	gene	OCA5_c10220	OCA5_RS05165
NC_015684.1	1087538	1088713	+	gene	OCA5_c10230	OCA5_RS05170
NC_015684.1	1088723	1089634	+	gene	OCA5_c10240	OCA5_RS05175
NC_015684.1	1089970	1090209	+	gene	OCA5_c10250	OCA5_RS05180
NC_015684.1	1090367	1090720	-	gene	OCA5_c10260	OCA5_RS05185
NC_015684.1	1091128	1092561	+	gene	OCA5_c10270	OCA5_RS05190
NC_015684.1	1092648	1092959	-	gene	OCA5_c10280	OCA5_RS05195
NC_015684.1	1093156	1095945	-	gene	OCA5_c10290	OCA5_RS05200
NC_015684.1	1095945	1097687	-	gene	OCA5_c10300	OCA5_RS05205
NC_015684.1	1097684	1099765	-	gene	OCA5_c10310	OCA5_RS05210
NC_015684.1	1099765	1101912	-	gene	OCA5_c10320	OCA5_RS05215
NC_015684.1	1101909	1105193	-	gene	OCA5_c10330	OCA5_RS05220
NC_015684.1	1105204	1107189	-	gene	OCA5_c10340	OCA5_RS05225
NC_015684.1	1107335	1109275	+	gene	OCA5_c10350	OCA5_RS05230
NC_015684.1	1109361	1109525	+	gene	NA	OCA5_RS18680
NC_015684.1	1109735	1110589	+	gene	OCA5_c10360	OCA5_RS05235
NC_015684.1	1110847	1111089	-	gene	OCA5_c10370	OCA5_RS05240
NC_015684.1	1111425	1111742	+	gene	OCA5_c10380	OCA5_RS05245
NC_015684.1	1111742	1112038	+	gene	OCA5_c10390	OCA5_RS05250
NC_015684.1	1112050	1112892	-	gene	OCA5_c10400	OCA5_RS05255
NC_015684.1	1113064	1114239	+	gene	OCA5_c10410	OCA5_RS05260
NC_015684.1	1114263	1114679	+	gene	OCA5_c10420	OCA5_RS05265
NC_015684.1	1114697	1115551	+	gene	OCA5_c10430	OCA5_RS05270
NC_015684.1	1115571	1116176	-	gene	OCA5_c10440	OCA5_RS05275
NC_015684.1	1116509	1117672	+	gene	OCA5_c10450	OCA5_RS05280
NC_015684.1	1117786	1119129	-	gene	OCA5_c10460	OCA5_RS05285
NC_015684.1	1119592	1121241	+	gene	OCA5_c10470	OCA5_RS05290
NC_015684.1	1121259	1122029	+	gene	OCA5_c10480	OCA5_RS05295
NC_015684.1	1122196	1122780	+	gene	OCA5_c10490	OCA5_RS05300
NC_015684.1	1122874	1124094	+	gene	OCA5_c10500	OCA5_RS05305
NC_015684.1	1124126	1124356	-	gene	OCA5_c10510	OCA5_RS05310
NC_015684.1	1124504	1124788	-	gene	OCA5_c10520	OCA5_RS05315
NC_015684.1	1124973	1125329	-	gene	OCA5_c10530	OCA5_RS05320
NC_015684.1	1125680	1125949	+	gene	OCA5_c10540	OCA5_RS05325
NC_015684.1	1126090	1126590	+	gene	OCA5_c10550	OCA5_RS05330
NC_015684.1	1126854	1127555	-	gene	OCA5_c10560	OCA5_RS05335
NC_015684.1	1127759	1128817	-	gene	OCA5_c10570	OCA5_RS05340
NC_015684.1	1128992	1130038	+	gene	OCA5_c10580	OCA5_RS05345
NC_015684.1	1130120	1130392	-	gene	OCA5_c10590	OCA5_RS05350
NC_015684.1	1130766	1130999	-	gene	OCA5_c10600	OCA5_RS05355
NC_015684.1	1131224	1133122	-	gene	OCA5_c10610	OCA5_RS05360
NC_015684.1	1133273	1133881	-	gene	OCA5_c10620	OCA5_RS05365
NC_015684.1	1133868	1134656	-	gene	OCA5_c10630	OCA5_RS05370
NC_015684.1	1134826	1135023	-	gene	OCA5_c10640	OCA5_RS05375
NC_015684.1	1135014	1136063	-	gene	OCA5_c10650	OCA5_RS05380
NC_015684.1	1136051	1136161	-	riboswitch	NA	NA
NC_015684.1	1136262	1137809	+	gene	OCA5_c10660	OCA5_RS05385
NC_015684.1	1137806	1139290	+	gene	OCA5_c10670	OCA5_RS05390
NC_015684.1	1139680	1139880	+	gene	OCA5_c10680	OCA5_RS05395
NC_015684.1	1140151	1140654	-	gene	OCA5_c10690	OCA5_RS05400
NC_015684.1	1140789	1142246	-	gene	OCA5_c10700	OCA5_RS05405
NC_015684.1	1142429	1144066	+	gene	OCA5_c10710	OCA5_RS05410
NC_015684.1	1144105	1144311	+	gene	OCA5_c10720	OCA5_RS05415
NC_015684.1	1144598	1145167	+	gene	OCA5_c10730	OCA5_RS05420
NC_015684.1	1145171	1146073	-	gene	OCA5_c10740	OCA5_RS05425
NC_015684.1	1146504	1146989	+	gene	OCA5_c10750	OCA5_RS05430
NC_015684.1	1147195	1147707	+	gene	OCA5_c10760	OCA5_RS05435
NC_015684.1	1147711	1148925	-	gene	OCA5_c10770	OCA5_RS05440
NC_015684.1	1149178	1151574	-	gene	OCA5_c10780	OCA5_RS05445
NC_015684.1	1151663	1152019	-	gene	OCA5_c10790	OCA5_RS05450
NC_015684.1	1152144	1154210	-	gene	OCA5_c10800	OCA5_RS05455
NC_015684.1	1154353	1157184	-	gene	OCA5_c10810	OCA5_RS05460
NC_015684.1	1157181	1158113	-	gene	OCA5_c10820	OCA5_RS05465
NC_015684.1	1158113	1159114	-	gene	OCA5_c10830	OCA5_RS05470
NC_015684.1	1159438	1160043	+	gene	OCA5_c10840	OCA5_RS05475
NC_015684.1	1160119	1160754	+	gene	OCA5_c10850	OCA5_RS05480
NC_015684.1	1160751	1161020	+	gene	OCA5_c10860	OCA5_RS05485
NC_015684.1	1161017	1162285	+	gene	OCA5_c10870	OCA5_RS05490
NC_015684.1	1162405	1163118	-	gene	OCA5_c10880	OCA5_RS05495
NC_015684.1	1163443	1164885	-	gene	OCA5_c10890	OCA5_RS05500
NC_015684.1	1165000	1165887	-	gene	OCA5_c10900	OCA5_RS05505
NC_015684.1	1165898	1166263	-	gene	OCA5_c10910	OCA5_RS05510
NC_015684.1	1166290	1166922	-	gene	OCA5_c10920	OCA5_RS05515
NC_015684.1	1166919	1167395	-	gene	OCA5_c10930	OCA5_RS05520
NC_015684.1	1167665	1168195	+	gene	OCA5_c10940	OCA5_RS05525
NC_015684.1	1168231	1170297	+	gene	OCA5_c10950	OCA5_RS05530
NC_015684.1	1170478	1171152	+	gene	OCA5_c10960	OCA5_RS05535
NC_015684.1	1171275	1171376	+	sequence_feature	NA	NA
NC_015684.1	1171473	1173629	+	gene	OCA5_c10970	OCA5_RS05540
NC_015684.1	1173645	1174184	+	gene	OCA5_c10980	OCA5_RS05545
NC_015684.1	1174212	1174877	-	gene	OCA5_c10990	OCA5_RS05550
NC_015684.1	1174924	1175682	-	gene	OCA5_c11000	OCA5_RS05555
NC_015684.1	1175825	1176994	-	gene	OCA5_c11010	OCA5_RS05560
NC_015684.1	1177124	1177684	-	gene	OCA5_c11020	OCA5_RS05565
NC_015684.1	1177965	1178360	-	gene	OCA5_c11030	OCA5_RS05570
NC_015684.1	1178424	1179404	-	gene	OCA5_c11040	OCA5_RS05575
NC_015684.1	1179544	1183008	-	gene	OCA5_c11050	OCA5_RS05580
NC_015684.1	1183303	1183956	-	gene	OCA5_c11060	OCA5_RS05585
NC_015684.1	1184068	1184547	-	gene	OCA5_c11070	OCA5_RS05590
NC_015684.1	1184575	1185690	+	gene	OCA5_c11080	OCA5_RS05595
NC_015684.1	1185693	1186313	+	gene	OCA5_c11090	OCA5_RS05600
NC_015684.1	1186496	1186969	+	gene	OCA5_c11100	OCA5_RS05605
NC_015684.1	1187043	1188074	-	gene	OCA5_c11110	OCA5_RS05610
NC_015684.1	1188547	1189485	+	gene	OCA5_c11120	OCA5_RS05615
NC_015684.1	1189596	1190153	+	gene	OCA5_c11130	OCA5_RS05620
NC_015684.1	1190213	1190533	-	gene	OCA5_c11140	OCA5_RS05625
NC_015684.1	1190672	1191823	+	gene	OCA5_c11150	OCA5_RS05630
NC_015684.1	1191877	1192413	+	gene	OCA5_c11160	OCA5_RS05635
NC_015684.1	1192472	1193251	+	gene	OCA5_c11170	OCA5_RS05640
NC_015684.1	1193319	1194827	+	gene	OCA5_c11180	OCA5_RS05645
NC_015684.1	1195053	1196648	-	gene	OCA5_c11190	OCA5_RS05650
NC_015684.1	1196714	1198009	-	gene	OCA5_c11200	OCA5_RS05655
NC_015684.1	1198451	1199131	+	gene	OCA5_c11210	OCA5_RS05660
NC_015684.1	1199182	1200390	-	gene	OCA5_c11220	OCA5_RS05665
NC_015684.1	1200516	1201298	-	gene	OCA5_c11230	OCA5_RS05670
NC_015684.1	1201379	1202197	-	gene	OCA5_c11240	OCA5_RS05675
NC_015684.1	1202378	1204051	+	gene	OCA5_c11250	OCA5_RS05680
NC_015684.1	1204127	1204861	+	gene	OCA5_c11260	OCA5_RS05685
NC_015684.1	1205093	1206877	+	gene	OCA5_c11270	OCA5_RS05690
NC_015684.1	1207020	1207904	+	gene	OCA5_c11280	OCA5_RS05695
NC_015684.1	1207906	1208916	-	gene	OCA5_c11290	OCA5_RS05700
NC_015684.1	1209010	1209237	+	gene	OCA5_c11300	OCA5_RS05705
NC_015684.1	1209227	1210027	+	gene	OCA5_c11310	OCA5_RS05710
NC_015684.1	1210280	1211173	+	gene	OCA5_c11320	OCA5_RS05715
NC_015684.1	1211186	1211371	+	gene	OCA5_c11330	OCA5_RS05720
NC_015684.1	1211561	1212475	+	gene	OCA5_c11340	OCA5_RS05725
NC_015684.1	1212556	1212969	+	gene	OCA5_c11350	OCA5_RS05730
NC_015684.1	1212975	1215392	+	gene	OCA5_c11360	OCA5_RS05735
NC_015684.1	1215473	1215826	-	gene	OCA5_c11370	OCA5_RS05740
NC_015684.1	1216036	1216179	+	gene	NA	OCA5_RS18685
NC_015684.1	1216296	1219241	+	gene	OCA5_c11380	OCA5_RS05745
NC_015684.1	1219520	1220923	+	gene	OCA5_c11390	OCA5_RS05750
NC_015684.1	1221120	1222010	-	gene	OCA5_c11400	OCA5_RS05755
NC_015684.1	1222012	1223610	-	gene	OCA5_c11410	OCA5_RS05760
NC_015684.1	1223801	1224907	-	gene	OCA5_c11420	OCA5_RS05765
NC_015684.1	1225181	1226167	+	gene	OCA5_c11430	OCA5_RS05770
NC_015684.1	1226293	1226826	+	gene	OCA5_c11440	OCA5_RS05775
NC_015684.1	1226883	1228166	-	gene	OCA5_c11450	OCA5_RS05780
NC_015684.1	1228456	1229436	-	gene	OCA5_c11460	OCA5_RS05785
NC_015684.1	1229441	1229947	-	gene	OCA5_c11470	OCA5_RS05790
NC_015684.1	1230019	1230633	-	gene	OCA5_c11480	OCA5_RS05795
NC_015684.1	1230630	1231259	-	gene	OCA5_c11490	OCA5_RS05800
NC_015684.1	1231256	1232131	-	gene	OCA5_c11500	OCA5_RS05805
NC_015684.1	1232130	1232276	+	gene	NA	OCA5_RS19105
NC_015684.1	1232302	1233636	+	gene	OCA5_c11510	OCA5_RS05810
NC_015684.1	1233830	1234093	-	gene	OCA5_c11520	OCA5_RS05815
NC_015684.1	1234215	1234595	-	gene	OCA5_c11530	OCA5_RS05820
NC_015684.1	1234662	1235093	-	gene	OCA5_c11540	OCA5_RS05825
NC_015684.1	1235098	1235601	-	gene	OCA5_c11550	OCA5_RS05830
NC_015684.1	1235686	1236441	+	gene	OCA5_c11560	OCA5_RS05835
NC_015684.1	1236556	1237968	-	gene	OCA5_c11570	OCA5_RS05840
NC_015684.1	1237965	1238945	-	gene	OCA5_c11580	OCA5_RS05845
NC_015684.1	1239042	1239118	+	gene	OCA5_c11590	OCA5_RS05850
NC_015684.1	1239042	1239118	+	tRNA	NA	OCA5_RS05850
NC_015684.1	1239042	1239118	+	exon	NA	OCA5_RS05850
NC_015684.1	1239629	1240087	-	gene	OCA5_c11610	OCA5_RS05860
NC_015684.1	1240349	1241425	+	gene	OCA5_c11620	OCA5_RS05865
NC_015684.1	1241509	1242714	+	gene	OCA5_c11630	OCA5_RS05870
NC_015684.1	1242770	1243699	+	gene	OCA5_c11640	OCA5_RS05875
NC_015684.1	1243672	1244520	-	gene	OCA5_c11650	OCA5_RS05880
NC_015684.1	1244619	1245347	-	gene	OCA5_c11660	OCA5_RS05885
NC_015684.1	1245346	1246365	+	gene	OCA5_c11670	OCA5_RS05890
NC_015684.1	1246677	1247354	-	gene	OCA5_c11680	OCA5_RS05895
NC_015684.1	1247293	1247628	+	gene	NA	OCA5_RS19110
NC_015684.1	1247658	1248635	+	gene	OCA5_c11690	OCA5_RS05900
NC_015684.1	1248667	1248984	+	gene	OCA5_c11700	OCA5_RS05905
NC_015684.1	1249152	1251821	-	gene	OCA5_c11710	OCA5_RS05910
NC_015684.1	1252039	1252797	-	gene	OCA5_c11720	OCA5_RS05915
NC_015684.1	1252843	1253478	-	gene	OCA5_c11730	OCA5_RS05920
NC_015684.1	1253494	1254021	+	gene	OCA5_c11740	OCA5_RS05925
NC_015684.1	1254124	1255113	+	gene	OCA5_c11750	OCA5_RS05930
NC_015684.1	1255197	1255406	+	gene	OCA5_c11760	OCA5_RS05935
NC_015684.1	1255603	1255953	+	gene	OCA5_c11770	OCA5_RS05940
NC_015684.1	1256085	1256858	-	gene	OCA5_c11780	OCA5_RS05945
NC_015684.1	1256870	1257358	-	gene	OCA5_c11790	OCA5_RS05950
NC_015684.1	1257541	1258362	+	gene	OCA5_c11800	OCA5_RS05955
NC_015684.1	1258551	1259150	+	gene	OCA5_c11810	OCA5_RS05960
NC_015684.1	1259440	1260519	+	gene	OCA5_c11820	OCA5_RS05965
NC_015684.1	1260638	1261222	+	gene	NA	OCA5_RS19115
NC_015684.1	1261306	1262988	-	gene	OCA5_c11830	OCA5_RS05975
NC_015684.1	1263225	1264466	-	gene	OCA5_c11840	OCA5_RS05980
NC_015684.1	1264466	1265197	-	gene	OCA5_c11850	OCA5_RS05985
NC_015684.1	1265358	1267268	-	gene	OCA5_c11860	OCA5_RS05990
NC_015684.1	1267487	1267738	-	gene	OCA5_c11870	OCA5_RS05995
